"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","seadepth"
3508107184,33.89781,-120.90724,2018-09-11 20:36:35,"X","0-2572666","UNLIMITED-TRACK",FALSE,NA,"CCES_013","CHI",2311
3508107185,33.89799,-120.90701,2018-09-11 21:05:28,"Y","0-2572643","UNLIMITED-TRACK",TRUE,NA,"CCES_013","CHI",2311
3508107186,33.89798,-120.90701,2018-09-11 21:05:31,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.0317685099971361,"CCES_013","CHI",2311
3508107187,33.89742,-120.90585,2018-09-11 21:36:03,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.131286458747835,"CCES_013","CHI",2311
3508107188,33.8974,-120.90585,2018-09-11 21:37:03,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.128662376235284,"CCES_013","CHI",2311
3508107189,33.89646,-120.90482,2018-09-11 22:05:18,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.161651563269881,"CCES_013","CHI",2311
3508107190,33.89631,-120.90465,2018-09-11 22:08:53,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.163243478930855,"CCES_013","CHI",2311
3508107191,33.89494,-120.90376,2018-09-11 22:36:36,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.201614375325649,"CCES_013","CHI",2311
3508107192,33.89485,-120.90373,2018-09-11 22:38:00,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.202777726740244,"CCES_013","CHI",2311
3508107193,33.89334,-120.90289,2018-09-11 23:04:46,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.223033511594504,"CCES_013","CHI",2311
3508107194,33.89333,-120.90286,2018-09-11 23:05:12,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.222752819434246,"CCES_013","CHI",2311
3508107195,33.8909,-120.90186,2018-09-11 23:34:59,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.30936604447012,"CCES_013","CHI",2338
3508107196,33.88867,-120.90126,2018-09-12 00:04:59,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.273219884256104,"CCES_013","CHI",2338
3508107197,33.88851,-120.90126,2018-09-12 00:06:53,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.289703310351383,"CCES_013","CHI",2338
3508107198,33.88612,-120.90094,2018-09-12 00:34:08,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.316507462090569,"CCES_013","CHI",2338
3508107199,33.88602,-120.90091,2018-09-12 00:34:50,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.320318517264594,"CCES_013","CHI",2338
3508107200,33.88355,-120.90057,2018-09-12 01:03:56,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.311520577618464,"CCES_013","CHI",2338
3508107201,33.88329,-120.90054,2018-09-12 01:06:34,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.310502711718836,"CCES_013","CHI",2338
3508107202,33.88082,-120.90029,2018-09-12 01:33:12,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.335763857940266,"CCES_013","CHI",2338
3508107203,33.88107,-120.90027,2018-09-12 01:34:40,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.284794073018677,"CCES_013","CHI",2338
3508107204,33.87872,-120.90106,2018-09-12 02:03:12,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.262527167144831,"CCES_013","CHI",2338
3508107205,33.87855,-120.90111,2018-09-12 02:06:00,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.299379924049185,"CCES_013","CHI",2338
3508107206,33.87649,-120.90175,2018-09-12 02:33:12,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.275325594072512,"CCES_013","CHI",2338
3508107207,33.87637,-120.90179,2018-09-12 02:34:26,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.284126977652548,"CCES_013","CHI",2338
3508107208,33.87392,-120.90269,2018-09-12 03:06:16,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.291426279352444,"CCES_013","CHI",2370
3508107209,33.87374,-120.90271,2018-09-12 03:07:24,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.298046237685629,"CCES_013","CHI",2370
3508107210,33.87189,-120.9037,2018-09-12 03:35:06,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.273381578514395,"CCES_013","CHI",2370
3508107211,33.87172,-120.90385,2018-09-12 03:37:53,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.262672750241388,"CCES_013","CHI",2370
3508107212,33.87008,-120.90471,2018-09-12 04:02:30,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.261320196263399,"CCES_013","CHI",2370
3508107213,33.87,-120.90482,2018-09-12 04:04:03,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.260526270124852,"CCES_013","CHI",2370
3508107214,33.86875,-120.90596,2018-09-12 04:33:30,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.195518914617066,"CCES_013","CHI",2370
3508107215,33.86771,-120.90698,2018-09-12 05:01:53,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.169786787155343,"CCES_013","CHI",2370
3508107216,33.86765,-120.90706,2018-09-12 05:03:56,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.179809493081354,"CCES_013","CHI",2370
3508107217,33.8669,-120.90813,2018-09-12 05:32:35,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.146674159759363,"CCES_013","CHI",2370
3508107218,33.86688,-120.90819,2018-09-12 05:34:50,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.141268877900797,"CCES_013","CHI",2370
3508107219,33.86625,-120.90883,2018-09-12 06:01:23,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.108809622500163,"CCES_013","CHI",2432
3508107220,33.8661,-120.9089,2018-09-12 06:07:25,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.107799865528947,"CCES_013","CHI",2432
3508107221,33.86529,-120.90987,2018-09-12 06:32:22,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.149777378980998,"CCES_013","CHI",2432
3508107222,33.8652,-120.9101,2018-09-12 06:37:25,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.160927090573162,"CCES_013","CHI",2432
3508107223,33.86435,-120.91151,2018-09-12 07:00:58,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.208151908126018,"CCES_013","CHI",2432
3508107224,33.86432,-120.91167,2018-09-12 07:03:31,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.216819277908084,"CCES_013","CHI",2432
3508107225,33.86308,-120.91327,2018-09-12 07:34:32,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.207416133127637,"CCES_013","CHI",2432
3508107226,33.86312,-120.91326,2018-09-12 07:35:02,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.203541353252241,"CCES_013","CHI",2432
3508107227,33.86176,-120.91432,2018-09-12 08:02:30,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.203155668345022,"CCES_013","CHI",2432
3508107228,33.86162,-120.91446,2018-09-12 08:05:02,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.215588386107513,"CCES_013","CHI",2432
3508107229,33.85997,-120.9153,2018-09-12 08:30:19,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.253718052640014,"CCES_013","CHI",2432
3508107230,33.85975,-120.91536,2018-09-12 08:33:23,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.254920171810146,"CCES_013","CHI",2432
3508107231,33.85786,-120.91623,2018-09-12 09:01:30,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.258558096456342,"CCES_013","CHI",2468
3508107232,33.85751,-120.91632,2018-09-12 09:06:26,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.25814269394528,"CCES_013","CHI",2468
3508107233,33.85567,-120.91716,2018-09-12 09:31:31,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.277599003911014,"CCES_013","CHI",2468
3508107234,33.85555,-120.91721,2018-09-12 09:33:12,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.280829591057882,"CCES_013","CHI",2468
3508107235,33.85346,-120.91786,2018-09-12 10:02:35,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.263885391553095,"CCES_013","CHI",2468
3508107236,33.85344,-120.91789,2018-09-12 10:03:13,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.261057811433245,"CCES_013","CHI",2468
3508107237,33.85191,-120.91849,2018-09-12 10:29:49,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.2155398241556,"CCES_013","CHI",2468
3508107238,33.85161,-120.91877,2018-09-12 10:32:56,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.237969145235243,"CCES_013","CHI",2468
3508107239,33.85014,-120.92006,2018-09-12 10:59:41,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.264417416252448,"CCES_013","CHI",2468
3508107240,33.84995,-120.92023,2018-09-12 11:02:59,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.245737730306317,"CCES_013","CHI",2468
3508107241,33.84799,-120.92162,2018-09-12 11:30:55,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.288593031701909,"CCES_013","CHI",2468
3508107242,33.84788,-120.92169,2018-09-12 11:32:56,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.287612184838941,"CCES_013","CHI",2468
3508107243,33.84608,-120.92259,2018-09-12 11:59:08,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.263661570510962,"CCES_013","CHI",2468
3508107244,33.84568,-120.92271,2018-09-12 12:03:29,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.276919972933548,"CCES_013","CHI",2468
3508107245,33.84341,-120.92357,2018-09-12 12:30:36,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.318264084143618,"CCES_013","CHI",2468
3508107246,33.84324,-120.92366,2018-09-12 12:32:35,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.316186558563033,"CCES_013","CHI",2468
3508107247,33.84123,-120.92456,2018-09-12 13:00:42,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.277769690117951,"CCES_013","CHI",2303
3508107248,33.84098,-120.92468,2018-09-12 13:04:24,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.272215697878217,"CCES_013","CHI",2303
3508107249,33.83919,-120.92609,2018-09-12 13:28:18,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.312715097413913,"CCES_013","CHI",2453
3508107250,33.83903,-120.92618,2018-09-12 13:32:35,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.294863891772522,"CCES_013","CHI",2453
3508107251,33.8376,-120.92746,2018-09-12 13:58:18,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.234112055752978,"CCES_013","CHI",2453
3508107252,33.83742,-120.92761,2018-09-12 14:02:18,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.241856894930118,"CCES_013","CHI",2453
3508107253,33.83577,-120.9288,2018-09-12 14:30:06,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.241867408392031,"CCES_013","CHI",2453
3508107254,33.83553,-120.92898,2018-09-12 14:32:06,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.265835589467865,"CCES_013","CHI",2453
3508107255,33.8343,-120.92938,2018-09-12 14:58:00,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.198939923742094,"CCES_013","CHI",2453
3508107256,33.83403,-120.92941,2018-09-12 15:02:06,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.18437947045938,"CCES_013","CHI",2453
3508107257,33.83234,-120.93005,2018-09-12 15:29:54,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.229146037283639,"CCES_013","CHI",2453
3508107258,33.832,-120.93018,2018-09-12 15:35:27,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.228978127221142,"CCES_013","CHI",2453
3508107259,33.83053,-120.9308,2018-09-12 16:00:05,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.227560509666381,"CCES_013","CHI",2453
3508107260,33.83046,-120.93085,2018-09-12 16:01:39,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.224268025359713,"CCES_013","CHI",2453
3508107261,33.82928,-120.93181,2018-09-12 16:27:35,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.196617999239895,"CCES_013","CHI",2453
3508107262,33.82911,-120.93195,2018-09-12 16:31:48,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.194195576698403,"CCES_013","CHI",2453
3508107263,33.82833,-120.93297,2018-09-12 16:57:22,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.163327620131825,"CCES_013","CHI",2453
3508107264,33.82821,-120.93318,2018-09-12 17:03:27,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.154695268496377,"CCES_013","CHI",2453
3508107265,33.82781,-120.93439,2018-09-12 17:27:05,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.156187409729631,"CCES_013","CHI",2453
3508107266,33.82782,-120.93454,2018-09-12 17:31:10,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.155294012675891,"CCES_013","CHI",2453
3508107267,33.8276,-120.93619,2018-09-12 17:57:05,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.181333744870979,"CCES_013","CHI",2453
3508107268,33.82767,-120.93643,2018-09-12 18:01:15,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.188892821820726,"CCES_013","CHI",2453
3508107269,33.82829,-120.9381,2018-09-12 18:30:49,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.184667629351818,"CCES_013","CHI",2453
3508107270,33.82838,-120.93829,2018-09-12 18:33:34,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.189434269229031,"CCES_013","CHI",2453
3508107271,33.8292,-120.93991,2018-09-12 18:58:16,"Y","0-2572643","UNLIMITED-TRACK",TRUE,0.230403893812851,"CCES_013","CHI",2453
3508107272,33.82928,-120.94005,2018-09-12 19:01:02,"X","0-2572666","UNLIMITED-TRACK",TRUE,0.224929387908132,"CCES_013","CHI",2453
3598225942,33.82989,-120.94166,2018-09-12 19:30:00,"Y","0-2572643",NA,TRUE,0.182552504599954,"CCES_013","CHI",2453
3598225945,33.83001,-120.94194,2018-09-12 19:33:00,"X","0-2572666",NA,TRUE,0.194995052365192,"CCES_013","CHI",2566
3598225950,33.83131,-120.94269,2018-09-12 20:00:00,"Y","0-2572643",NA,TRUE,0.198435829775943,"CCES_013","CHI",2566
3598225953,33.8313,-120.94331,2018-09-12 20:03:00,"X","0-2572666",NA,TRUE,0.20606798381007,"CCES_013","CHI",2566
3598225959,33.83249,-120.94391,2018-09-12 20:29:00,"Y","0-2572643",NA,TRUE,0.192740784263715,"CCES_013","CHI",2566
3598225960,33.8325,-120.94391,2018-09-12 20:30:00,"X","0-2572666",NA,TRUE,0.172715090208804,"CCES_013","CHI",2566
3598225968,33.83342,-120.94383,2018-09-12 20:56:00,"Y","0-2572643",NA,TRUE,0.123849210844347,"CCES_013","CHI",2566
3598225970,33.83351,-120.94374,2018-09-12 21:00:00,"X","0-2572666",NA,TRUE,0.121927223945222,"CCES_013","CHI",2566
3598225979,33.83404,-120.94325,2018-09-12 21:28:00,"Y","0-2572643",NA,TRUE,0.0881535535621153,"CCES_013","CHI",2566
3598225982,33.83409,-120.94301,2018-09-12 21:33:00,"X","0-2572666",NA,TRUE,0.0914143395422637,"CCES_013","CHI",2566
3598225988,33.83419,-120.94193,2018-09-12 21:56:00,"Y","0-2572643",NA,TRUE,0.142396054864527,"CCES_013","CHI",2566
3598225991,33.8342,-120.94167,2018-09-12 22:00:00,"X","0-2572666",NA,TRUE,0.149253476878691,"CCES_013","CHI",2566
3598226000,33.83405,-120.93988,2018-09-12 22:27:00,"Y","0-2572643",NA,TRUE,0.198579325060112,"CCES_013","CHI",2453
3598226002,33.83399,-120.93957,2018-09-12 22:30:00,"X","0-2572666",NA,TRUE,0.211001982176474,"CCES_013","CHI",2453
3598226010,33.83351,-120.93767,2018-09-12 22:57:00,"Y","0-2572643",NA,TRUE,0.229734406688856,"CCES_013","CHI",2453
3598226013,33.83339,-120.93734,2018-09-12 23:00:00,"X","0-2572666",NA,TRUE,0.233750592932848,"CCES_013","CHI",2453
3598226020,33.83273,-120.93529,2018-09-12 23:25:00,"Y","0-2572643",NA,TRUE,0.273313939774706,"CCES_013","CHI",2453
3598226022,33.83249,-120.93477,2018-09-12 23:30:00,"X","0-2572666",NA,TRUE,0.278055067650849,"CCES_013","CHI",2453
3598226030,33.83061,-120.93232,2018-09-12 23:57:00,"Y","0-2572643",NA,TRUE,0.365538581025955,"CCES_013","CHI",2453
3598226033,33.8304,-120.93199,2018-09-13 00:02:00,"X","0-2572666",NA,TRUE,0.349964525875355,"CCES_013","CHI",2453
3598226037,33.82882,-120.92989,2018-09-13 00:25:00,"Y","0-2572643",NA,TRUE,0.346465611781894,"CCES_013","CHI",2453
3598226040,33.82856,-120.92931,2018-09-13 00:30:00,"X","0-2572666",NA,TRUE,0.370963463842739,"CCES_013","CHI",2453
3598226048,33.82658,-120.92708,2018-09-13 00:57:00,"Y","0-2572643",NA,TRUE,0.363464406744605,"CCES_013","CHI",2453
3598226058,33.82421,-120.92455,2018-09-13 01:27:00,"Y","0-2572643",NA,TRUE,0.37946316562621,"CCES_013","CHI",2156
3598226059,33.82383,-120.92406,2018-09-13 01:29:00,"X","0-2572666",NA,TRUE,0.391925110358193,"CCES_013","CHI",2156
3598226066,33.82187,-120.92218,2018-09-13 01:54:00,"Y","0-2572643",NA,TRUE,0.406993504443852,"CCES_013","CHI",2156
3598226071,33.82143,-120.92177,2018-09-13 01:59:00,"X","0-2572666",NA,TRUE,0.366776504685083,"CCES_013","CHI",2156
3598226077,33.81923,-120.91993,2018-09-13 02:27:00,"Y","0-2572643",NA,TRUE,0.352096713989059,"CCES_013","CHI",2156
3598226080,33.81881,-120.91959,2018-09-13 02:29:00,"X","0-2572666",NA,TRUE,0.381334411751407,"CCES_013","CHI",2156
3598226087,33.81584,-120.91847,2018-09-13 02:57:00,"Y","0-2572643",NA,TRUE,0.430650955075265,"CCES_013","CHI",2156
3598226090,33.81521,-120.91833,2018-09-13 03:02:00,"X","0-2572666",NA,TRUE,0.407595443691283,"CCES_013","CHI",2156
3598226097,33.81271,-120.91785,2018-09-13 03:24:00,"Y","0-2572643",NA,TRUE,0.421399310753868,"CCES_013","CHI",2156
3598226101,33.81212,-120.91776,2018-09-13 03:29:00,"X","0-2572666",NA,TRUE,0.415278529533131,"CCES_013","CHI",2156
3598226108,33.80884,-120.9178,2018-09-13 03:54:00,"Y","0-2572643",NA,TRUE,0.46266994041351,"CCES_013","CHI",2156
3598226110,33.8082,-120.91786,2018-09-13 03:59:00,"X","0-2572666",NA,TRUE,0.468726528108144,"CCES_013","CHI",2121
3598226114,33.80498,-120.91842,2018-09-13 04:23:00,"Y","0-2572643",NA,TRUE,0.481631279523357,"CCES_013","CHI",2121
3598226119,33.80433,-120.91855,2018-09-13 04:31:00,"X","0-2572666",NA,TRUE,0.438505376021018,"CCES_013","CHI",2121
3598226124,33.80215,-120.91954,2018-09-13 04:53:00,"Y","0-2572643",NA,TRUE,0.356301128401254,"CCES_013","CHI",2121
3598226127,33.80162,-120.91991,2018-09-13 04:59:00,"X","0-2572666",NA,TRUE,0.376341494278751,"CCES_013","CHI",2121
3598226136,33.79935,-120.92178,2018-09-13 05:26:00,"Y","0-2572643",NA,TRUE,0.365925361931214,"CCES_013","CHI",2121
3598226137,33.79895,-120.92216,2018-09-13 05:28:00,"X","0-2572666",NA,TRUE,0.403721314296485,"CCES_013","CHI",2121
3598226146,33.79678,-120.92435,2018-09-13 05:56:00,"Y","0-2572643",NA,TRUE,0.400229776828298,"CCES_013","CHI",2121
3598226149,33.79695,-120.92473,2018-09-13 06:02:00,"X","0-2572666",NA,TRUE,0.309398958336072,"CCES_013","CHI",2121
3598226155,33.79517,-120.92674,2018-09-13 06:23:00,"Y","0-2572643",NA,TRUE,0.340561761417731,"CCES_013","CHI",2303
3598226160,33.79479,-120.92741,2018-09-13 06:30:00,"X","0-2572666",NA,TRUE,0.398342543394722,"CCES_013","CHI",2303
3598226165,33.79369,-120.92964,2018-09-13 06:53:00,"Y","0-2572643",NA,TRUE,0.339239198790582,"CCES_013","CHI",2303
3598226168,33.79347,-120.93022,2018-09-13 06:58:00,"X","0-2572666",NA,TRUE,0.344796798811331,"CCES_013","CHI",2303
3598226176,33.79276,-120.93271,2018-09-13 07:25:00,"Y","0-2572643",NA,TRUE,0.305592326667986,"CCES_013","CHI",2303
3598226179,33.79269,-120.93306,2018-09-13 07:30:00,"X","0-2572666",NA,TRUE,0.279755765380964,"CCES_013","CHI",2303
3598226184,33.79253,-120.93475,2018-09-13 07:52:00,"Y","0-2572643",NA,TRUE,0.228292918299818,"CCES_013","CHI",2303
3598226187,33.79246,-120.93517,2018-09-13 07:58:00,"X","0-2572666",NA,TRUE,0.227560521088805,"CCES_013","CHI",2303
3598226194,33.79244,-120.93681,2018-09-13 08:22:00,"Y","0-2572643",NA,TRUE,0.205893485475267,"CCES_013","CHI",2303
3598226198,33.79242,-120.93723,2018-09-13 08:28:00,"X","0-2572666",NA,TRUE,0.205667885300589,"CCES_013","CHI",2303
3598226205,33.79231,-120.9391,2018-09-13 08:55:00,"Y","0-2572643",NA,TRUE,0.208269904960087,"CCES_013","CHI",2303
3598226208,33.79228,-120.93939,2018-09-13 09:00:00,"X","0-2572666",NA,TRUE,0.202727188734115,"CCES_013","CHI",2303
3598226213,33.79207,-120.94083,2018-09-13 09:22:00,"Y","0-2572643",NA,TRUE,0.194491396843755,"CCES_013","CHI",2303
3598226217,33.79203,-120.94112,2018-09-13 09:27:00,"X","0-2572666",NA,TRUE,0.194713600172088,"CCES_013","CHI",2303
3598226224,33.79209,-120.9425,2018-09-13 09:52:00,"Y","0-2572643",NA,TRUE,0.166703534345253,"CCES_013","CHI",2573
3598226226,33.79212,-120.94284,2018-09-13 09:57:00,"X","0-2572666",NA,TRUE,0.172013817943711,"CCES_013","CHI",2573
3598226234,33.79227,-120.94417,2018-09-13 10:25:00,"Y","0-2572643",NA,TRUE,0.152790357378766,"CCES_013","CHI",2573
3598226236,33.79227,-120.94432,2018-09-13 10:29:00,"X","0-2572666",NA,TRUE,0.139505866262457,"CCES_013","CHI",2573
3598226242,33.79228,-120.94484,2018-09-13 10:51:00,"Y","0-2572643",NA,TRUE,0.0771746679598257,"CCES_013","CHI",2573
3598226245,33.79218,-120.94499,2018-09-13 10:57:00,"X","0-2572666",NA,TRUE,0.0725721781454021,"CCES_013","CHI",2573
3598226251,33.79196,-120.94521,2018-09-13 11:21:00,"Y","0-2572643",NA,TRUE,0.0531721417477636,"CCES_013","CHI",2573
3598226256,33.79177,-120.94511,2018-09-13 11:28:00,"X","0-2572666",NA,TRUE,0.0488283492093769,"CCES_013","CHI",2573
3598226265,33.79094,-120.94507,2018-09-13 11:57:00,"X","0-2572666",NA,TRUE,0.102727410385349,"CCES_013","CHI",2698
3598226274,33.78987,-120.94458,2018-09-13 12:24:00,"Y","0-2572643",NA,TRUE,0.122686673878311,"CCES_013","CHI",2698
3598226277,33.78968,-120.94447,2018-09-13 12:29:00,"X","0-2572666",NA,TRUE,0.15196546026935,"CCES_013","CHI",2698
3598226281,33.78853,-120.94369,2018-09-13 12:50:00,"Y","0-2572643",NA,TRUE,0.211355483452336,"CCES_013","CHI",2698
3598226286,33.7884,-120.94363,2018-09-13 12:57:00,"X","0-2572666",NA,TRUE,0.186947045545589,"CCES_013","CHI",2698
3598226292,33.78737,-120.943,2018-09-13 13:20:00,"Y","0-2572643",NA,TRUE,0.154834590078768,"CCES_013","CHI",2698
3598226295,33.78713,-120.94293,2018-09-13 13:26:00,"X","0-2572666",NA,TRUE,0.172892629180091,"CCES_013","CHI",2698
3598226302,33.786,-120.94257,2018-09-13 13:50:00,"Y","0-2572643",NA,TRUE,0.169308372116469,"CCES_013","CHI",2698
3598226307,33.78561,-120.94244,2018-09-13 13:58:00,"X","0-2572666",NA,TRUE,0.176415839199676,"CCES_013","CHI",2698
3598226315,33.78425,-120.94226,2018-09-13 14:22:00,"Y","0-2572643",NA,TRUE,0.198263249382492,"CCES_013","CHI",2698
3598226318,33.78394,-120.94218,2018-09-13 14:28:00,"X","0-2572666",NA,TRUE,0.201320888883026,"CCES_013","CHI",2698
3598226325,33.7826,-120.94252,2018-09-13 14:50:00,"Y","0-2572643",NA,TRUE,0.213160905716381,"CCES_013","CHI",2698
3598226329,33.78198,-120.94263,2018-09-13 14:59:00,"X","0-2572666",NA,TRUE,0.230880163256548,"CCES_013","CHI",2698
3598226336,33.7804,-120.94325,2018-09-13 15:22:00,"Y","0-2572643",NA,TRUE,0.255852129071969,"CCES_013","CHI",2698
3598226339,33.78013,-120.9433,2018-09-13 15:28:00,"X","0-2572666",NA,TRUE,0.239018407457346,"CCES_013","CHI",2698
3598226346,33.77868,-120.94353,2018-09-13 15:52:00,"Y","0-2572643",NA,TRUE,0.207509234640906,"CCES_013","CHI",2698
3598226349,33.77847,-120.94357,2018-09-13 15:56:00,"X","0-2572666",NA,TRUE,0.214572232561683,"CCES_013","CHI",2698
3598226355,33.77724,-120.9438,2018-09-13 16:20:00,"Y","0-2572643",NA,TRUE,0.186688603056867,"CCES_013","CHI",2698
3598226360,33.77683,-120.94391,2018-09-13 16:28:00,"X","0-2572666",NA,TRUE,0.186535111266925,"CCES_013","CHI",2698
3598226367,33.77619,-120.9442,2018-09-13 16:49:00,"Y","0-2572643",NA,TRUE,0.136263376564003,"CCES_013","CHI",2698
3598226371,33.77603,-120.94434,2018-09-13 16:56:00,"X","0-2572666",NA,TRUE,0.112316321335575,"CCES_013","CHI",2698
3598226378,33.77532,-120.94521,2018-09-13 17:21:00,"Y","0-2572643",NA,TRUE,0.135803280514653,"CCES_013","CHI",2698
3598226381,33.77521,-120.94537,2018-09-13 17:26:00,"X","0-2572666",NA,TRUE,0.142065341919007,"CCES_013","CHI",2698
3598226387,33.77504,-120.94637,2018-09-13 17:49:00,"Y","0-2572643",NA,TRUE,0.129155801858102,"CCES_013","CHI",2698
3598226398,33.77517,-120.9476,2018-09-13 18:22:00,"Y","0-2572643",NA,TRUE,0.112520701901431,"CCES_013","CHI",2698
3598226402,33.77513,-120.94786,2018-09-13 18:27:00,"X","0-2572666",NA,TRUE,0.122343517151759,"CCES_013","CHI",2698
3598226410,33.77507,-120.94943,2018-09-13 18:51:00,"Y","0-2572643",NA,TRUE,0.189396265190624,"CCES_013","CHI",2698
3598226413,33.77512,-120.94969,2018-09-13 18:57:00,"X","0-2572666",NA,TRUE,0.182696250471441,"CCES_013","CHI",2698
3598226418,33.77521,-120.95128,2018-09-13 19:19:00,"Y","0-2572643",NA,TRUE,0.19869183251056,"CCES_013","CHI",2698
3598226423,33.77516,-120.95192,2018-09-13 19:27:00,"X","0-2572666",NA,TRUE,0.222676401102015,"CCES_013","CHI",2698
3598226431,33.7751,-120.95413,2018-09-13 19:55:00,"X","0-2572666",NA,TRUE,0.236512504073763,"CCES_013","CHI",2698
3598226439,33.77509,-120.95618,2018-09-13 20:21:00,"Y","0-2572643",NA,TRUE,0.236799854874361,"CCES_013","CHI",2698
3598226442,33.77499,-120.95657,2018-09-13 20:25:00,"X","0-2572666",NA,TRUE,0.243944698821748,"CCES_013","CHI",2806
3598226450,33.77513,-120.95841,2018-09-13 20:51:00,"Y","0-2572643",NA,TRUE,0.222676478683283,"CCES_013","CHI",2854
3598226453,33.77516,-120.95869,2018-09-13 20:57:00,"X","0-2572666",NA,TRUE,0.199328619120402,"CCES_013","CHI",2854
3598226460,33.7753,-120.95995,2018-09-13 21:21:00,"Y","0-2572643",NA,TRUE,0.155078325049154,"CCES_013","CHI",2854
