yyyy-mm-ddTHH:MM:SSZ, TOL_125, TOL_160, TOL_200, TOL_250, TOL_315, TOL_400 
2023-03-01T03:12:00.000Z, 82.684083, 85.097519, 84.722704, 85.103348, 85.759912, 86.577941
2023-03-01T03:14:00.000Z, 82.805581, 84.270644, 84.658966, 85.134624, 85.624073, 86.260803
2023-03-01T03:16:00.000Z, 82.441319, 84.132059, 84.061174, 84.669773, 85.153795, 86.250203
2023-03-01T03:18:00.000Z, 83.338496, 84.603985, 84.817484, 85.304030, 86.209105, 88.009195
2023-03-01T03:20:00.000Z, 83.324575, 85.249704, 85.587973, 85.835702, 86.795387, 87.517159
2023-03-01T03:22:00.000Z, 83.253340, 85.081468, 84.960265, 85.492115, 85.965481, 87.003245
2023-03-01T03:24:00.000Z, 83.130002, 85.280223, 84.907202, 85.287877, 86.006889, 86.726468
2023-03-01T03:26:00.000Z, 83.126281, 85.073356, 84.810859, 85.341820, 86.162220, 86.543596
2023-03-01T03:28:00.000Z, 83.046202, 84.833012, 84.918836, 85.342432, 85.737181, 86.760324
2023-03-01T03:30:00.000Z, 83.474498, 85.660335, 85.140473, 85.438210, 86.317245, 86.980043
2023-03-01T03:32:00.000Z, 82.532259, 84.840986, 85.093912, 85.162016, 85.823393, 86.519386
2023-03-01T03:34:00.000Z, 82.797846, 84.700961, 84.737791, 84.939058, 85.775319, 86.478591
2023-03-01T03:36:00.000Z, 83.489176, 85.296618, 85.161569, 85.253249, 85.563125, 86.580716
2023-03-01T03:38:00.000Z, 82.705348, 84.783606, 84.771273, 85.049067, 85.679127, 86.692699
2023-03-01T03:40:00.000Z, 83.159316, 85.100318, 85.087481, 85.257863, 85.900599, 87.077431
2023-03-01T03:42:00.000Z, 83.955738, 86.117160, 86.212059, 86.529011, 87.577635, 88.910768
2023-03-01T03:44:00.000Z, 83.973797, 86.305190, 86.602083, 87.109436, 88.033849, 89.136755
2023-03-01T03:46:00.000Z, 83.478223, 85.611734, 86.083514, 86.541653, 87.199291, 88.452029
2023-03-01T03:48:00.000Z, 83.381298, 85.494173, 85.845699, 86.330177, 86.870752, 88.032655
2023-03-01T03:50:00.000Z, 83.279103, 85.243844, 85.273888, 85.976844, 86.538863, 87.721396
2023-03-01T03:52:00.000Z, 83.680449, 85.485423, 85.080970, 85.606477, 86.922028, 88.056031
2023-03-01T03:54:00.000Z, 82.730240, 84.947060, 85.101257, 85.298890, 86.476424, 87.076133
2023-03-01T03:56:00.000Z, 82.761571, 84.177653, 84.567273, 84.622449, 85.274898, 86.562208
2023-03-01T03:58:00.000Z, 81.971857, 83.568259, 83.787549, 83.760588, 84.254376, 85.325629
2023-03-01T04:00:00.000Z, 81.310419, 83.406689, 83.239466, 83.424640, 84.409030, 85.175571
2023-03-01T04:02:00.000Z, 81.605926, 82.889857, 82.601640, 82.582640, 83.364955, 85.002119
2023-03-01T04:04:00.000Z, 81.464245, 83.694840, 82.775199, 82.988127, 84.519283, 84.736749
2023-03-01T04:06:00.000Z, 80.668023, 82.414889, 81.846663, 82.251488, 83.678201, 83.671797
2023-03-01T04:08:00.000Z, 81.474643, 83.366019, 82.951637, 82.637981, 83.239728, 83.926060
2023-03-01T04:10:00.000Z, 81.055829, 82.619434, 82.041195, 82.141707, 82.533264, 83.610157
2023-03-01T04:12:00.000Z, 80.503144, 82.172248, 81.874186, 81.771976, 82.432103, 83.734107
2023-03-01T04:14:00.000Z, 80.398886, 83.235776, 82.768204, 82.377321, 83.019254, 85.020332
2023-03-01T04:16:00.000Z, 80.495748, 83.051674, 82.842217, 82.603370, 83.928659, 85.044035
2023-03-01T04:18:00.000Z, 80.666606, 82.438630, 82.440037, 83.224886, 84.454770, 84.072509
2023-03-01T04:20:00.000Z, 80.703227, 82.232634, 82.457754, 82.672192, 83.150810, 84.003628
2023-03-01T04:22:00.000Z, 80.899271, 82.129962, 81.981652, 82.158894, 82.798547, 83.927194
2023-03-01T04:24:00.000Z, 80.961791, 82.981211, 82.708063, 83.108129, 83.856180, 85.338822
2023-03-01T04:26:00.000Z, 81.712645, 83.643302, 83.953637, 84.734041, 85.655400, 87.563750
2023-03-01T04:28:00.000Z, 81.831451, 83.657467, 84.029143, 84.896036, 85.995435, 87.129875
2023-03-01T04:30:00.000Z, 82.765688, 84.093161, 84.617127, 85.067677, 86.078431, 87.574682
2023-03-01T04:32:00.000Z, 83.121736, 84.844127, 85.041583, 86.205722, 87.233180, 87.893332
2023-03-01T04:34:00.000Z, 83.293772, 85.080658, 85.496004, 86.086522, 86.535157, 87.344983
2023-03-01T04:36:00.000Z, 82.601260, 84.007722, 83.970608, 84.929443, 85.593087, 86.541071
2023-03-01T04:38:00.000Z, 82.668965, 83.457559, 83.377732, 84.201298, 85.251869, 87.220192
2023-03-01T04:40:00.000Z, 81.844364, 83.701675, 83.598215, 84.272032, 85.359790, 86.011301
2023-03-01T04:42:00.000Z, 82.356500, 83.707306, 83.767995, 84.247448, 84.802133, 85.670505
2023-03-01T04:44:00.000Z, 82.340931, 83.563592, 83.856572, 84.119559, 84.552783, 86.118428
2023-03-01T04:46:00.000Z, 81.385748, 83.112260, 83.393005, 83.871977, 85.459870, 86.091930
2023-03-01T04:48:00.000Z, 81.756035, 83.782515, 83.891014, 84.628008, 85.642208, 86.450171
2023-03-01T04:50:00.000Z, 83.352567, 85.211522, 85.377889, 86.157081, 87.345412, 88.852020
2023-03-01T04:52:00.000Z, 84.281141, 86.231154, 86.910281, 87.197974, 87.940449, 89.337403
2023-03-01T04:54:00.000Z, 84.210878, 85.900681, 86.689700, 87.552985, 88.094648, 89.170915
2023-03-01T04:56:00.000Z, 84.529861, 86.463528, 86.996368, 87.542431, 87.821575, 89.299517
2023-03-01T04:58:00.000Z, 84.868379, 86.376403, 87.117015, 87.526035, 88.088869, 89.605630
2023-03-01T05:00:00.000Z, 84.616768, 86.021003, 86.843731, 87.349141, 88.394953, 89.213766
2023-03-01T05:02:00.000Z, 85.609278, 86.938517, 87.538559, 88.156212, 88.904783, 90.044074
2023-03-01T05:04:00.000Z, 85.400186, 87.047834, 87.545651, 88.258105, 88.817776, 89.714506
2023-03-01T05:06:00.000Z, 85.311406, 86.468675, 87.132549, 87.929298, 88.395919, 89.442747
2023-03-01T05:08:00.000Z, 85.366921, 86.644692, 87.228637, 87.651916, 88.234909, 89.054621
2023-03-01T05:10:00.000Z, 85.295698, 86.743819, 86.956669, 87.644226, 88.346791, 89.405663
2023-03-01T05:12:00.000Z, 85.223965, 86.387539, 86.650109, 87.345034, 88.319379, 89.328469
2023-03-01T05:14:00.000Z, 85.541290, 87.141481, 87.601210, 88.021785, 88.692469, 89.962966
2023-03-01T05:16:00.000Z, 85.394689, 86.726329, 87.623449, 88.193575, 88.787282, 89.635664
2023-03-01T05:18:00.000Z, 86.151606, 87.746648, 87.883038, 88.466212, 88.857552, 90.058367
2023-03-01T05:20:00.000Z, 86.018717, 87.436078, 87.898460, 88.273133, 88.963670, 89.895821
2023-03-01T05:22:00.000Z, 85.877445, 87.242454, 88.099476, 88.716981, 89.103135, 90.211395
2023-03-01T05:24:00.000Z, 86.034239, 87.297547, 87.761418, 88.207071, 88.703344, 89.900856
2023-03-01T05:26:00.000Z, 85.670372, 87.160344, 87.422893, 87.982938, 88.278490, 89.937928
2023-03-01T05:28:00.000Z, 85.884317, 87.302049, 87.706934, 88.287350, 89.239812, 90.187521
2023-03-01T05:30:00.000Z, 85.766086, 87.320981, 88.148366, 89.086560, 89.506445, 90.265715
2023-03-01T05:32:00.000Z, 86.379064, 87.284932, 87.639934, 88.142481, 88.643176, 89.536105
2023-03-01T05:34:00.000Z, 86.099479, 87.507797, 88.014463, 88.357526, 88.674375, 89.876881
2023-03-01T05:36:00.000Z, 85.390912, 87.263192, 87.569833, 88.076546, 88.207666, 89.385194
2023-03-01T05:38:00.000Z, 85.599574, 86.998253, 87.602797, 88.309462, 88.535081, 89.803093
2023-03-01T05:40:00.000Z, 86.097680, 87.405830, 87.655228, 88.101285, 88.977277, 89.728366
2023-03-01T05:42:00.000Z, 85.212503, 87.005460, 87.324959, 87.853647, 88.584450, 89.406228
2023-03-01T05:44:00.000Z, 85.216869, 86.545192, 87.272184, 87.818626, 88.345910, 89.560931
2023-03-01T05:46:00.000Z, 85.604205, 87.495031, 87.452049, 87.853389, 88.940407, 89.341155
2023-03-01T05:48:00.000Z, 84.931047, 86.181098, 86.273858, 87.142208, 87.830434, 88.348034
2023-03-01T05:50:00.000Z, 84.993764, 86.361246, 86.057745, 86.665424, 87.260797, 87.941640
2023-03-01T05:52:00.000Z, 84.780940, 86.697348, 86.532634, 86.925286, 87.524915, 88.814934
2023-03-01T05:54:00.000Z, 84.540269, 86.806068, 86.612510, 87.343333, 88.402866, 88.998147
2023-03-01T05:56:00.000Z, 84.158558, 85.897611, 86.248279, 86.585830, 87.414763, 88.240760
2023-03-01T05:58:00.000Z, 84.523410, 86.433055, 86.666082, 86.828106, 87.722226, 88.700277
2023-03-01T06:00:00.000Z, 84.732899, 86.921702, 86.796106, 86.802708, 88.975363, 88.114809
2023-03-01T06:02:00.000Z, 84.634229, 86.048754, 86.568911, 87.024202, 87.979125, 88.947965
2023-03-01T06:04:00.000Z, 85.366738, 86.844461, 87.066293, 87.836570, 88.932790, 89.614822
2023-03-01T06:06:00.000Z, 86.073374, 88.431898, 88.410666, 89.124992, 89.632177, 90.502790
2023-03-01T06:08:00.000Z, 86.390093, 88.576685, 88.927618, 89.665150, 90.114061, 91.052430
2023-03-01T06:10:00.000Z, 86.184016, 87.659428, 88.400571, 88.777752, 89.329735, 90.364000
2023-03-01T06:12:00.000Z, 86.172360, 87.322844, 88.113211, 88.714643, 89.226156, 90.630738
2023-03-01T06:14:00.000Z, 86.881220, 88.680743, 88.496490, 89.242740, 91.015419, 91.058476
2023-03-01T06:16:00.000Z, 85.785169, 87.667784, 88.177471, 89.113081, 90.878255, 90.531153
2023-03-01T06:18:00.000Z, 86.263317, 87.546210, 88.370661, 89.249812, 89.944345, 90.869496
2023-03-01T06:20:00.000Z, 86.239693, 87.811412, 88.439455, 88.636817, 89.320623, 90.524891
2023-03-01T06:22:00.000Z, 86.373727, 87.675110, 88.274834, 88.937025, 89.665653, 90.911549
2023-03-01T06:24:00.000Z, 86.085292, 87.903163, 88.355776, 88.972463, 89.618214, 90.559817
2023-03-01T06:26:00.000Z, 86.655885, 88.040611, 88.755488, 89.267024, 89.860465, 91.052019
2023-03-01T06:28:00.000Z, 86.922647, 88.330753, 89.171581, 89.986926, 90.786513, 91.548423
2023-03-01T06:30:00.000Z, 86.976151, 88.627237, 89.516773, 90.064250, 90.904189, 92.055909
2023-03-01T06:32:00.000Z, 87.968777, 89.640176, 90.457024, 91.817093, 92.657724, 94.099388
2023-03-01T06:34:00.000Z, 88.899657, 90.484690, 91.410228, 92.133470, 93.136661, 94.574172
2023-03-01T06:36:00.000Z, 90.607988, 92.119957, 92.899730, 93.324974, 94.006272, 95.575004
2023-03-01T06:38:00.000Z, 90.198357, 91.066303, 92.069146, 92.543429, 93.232854, 94.272494
2023-03-01T06:40:00.000Z, 89.330822, 90.459205, 91.307633, 91.847894, 92.498826, 93.661085
2023-03-01T06:42:00.000Z, 88.284661, 89.756268, 90.278068, 90.668139, 91.526471, 92.318271
2023-03-01T06:44:00.000Z, 87.558376, 88.786017, 89.496749, 90.236044, 91.056991, 91.108979
2023-03-01T06:46:00.000Z, 86.876898, 87.899293, 88.876312, 89.692218, 89.682177, 90.201874
2023-03-01T06:48:00.000Z, 86.493514, 87.745677, 88.564863, 88.568531, 88.909576, 90.071307
2023-03-01T06:50:00.000Z, 86.001517, 87.226267, 88.196687, 88.592525, 88.972242, 90.165552
2023-03-01T06:52:00.000Z, 85.201547, 86.941308, 87.827386, 88.079087, 88.398479, 89.583952
2023-03-01T06:54:00.000Z, 85.254788, 86.605142, 87.173950, 87.785588, 88.039997, 89.229454
2023-03-01T06:56:00.000Z, 84.836147, 86.525593, 87.241210, 87.580569, 88.318406, 89.299948
2023-03-01T06:58:00.000Z, 84.442545, 86.380390, 87.130289, 87.390150, 88.324376, 88.875201
2023-03-01T07:00:00.000Z, 84.520189, 86.126769, 86.612618, 86.991591, 87.395770, 88.252437
2023-03-01T07:02:00.000Z, 84.188380, 86.206763, 86.398268, 86.805521, 87.211069, 88.299785
2023-03-01T07:04:00.000Z, 84.589626, 85.878769, 86.096911, 86.511368, 87.213187, 88.100073
2023-03-01T07:06:00.000Z, 84.253381, 86.088876, 86.099234, 86.477313, 86.490101, 87.643522
2023-03-01T07:08:00.000Z, 83.752972, 84.625514, 85.137957, 85.508544, 85.954769, 87.062551
2023-03-01T07:10:00.000Z, 83.207016, 84.980799, 84.890217, 85.207468, 86.195283, 87.564329
2023-03-01T07:12:00.000Z, 83.755627, 84.854671, 85.397195, 85.854033, 86.660891, 88.348013
2023-03-01T07:14:00.000Z, 82.930639, 85.166753, 85.327518, 85.911626, 87.329931, 87.406537
2023-03-01T07:16:00.000Z, 82.418153, 84.046082, 84.605107, 84.968567, 85.760583, 87.075322
2023-03-01T07:18:00.000Z, 83.445671, 84.860271, 85.326965, 85.217096, 86.186490, 87.271417
2023-03-01T07:20:00.000Z, 82.609707, 84.592489, 84.867196, 85.314137, 85.949420, 86.872659
2023-03-01T07:22:00.000Z, 82.511010, 84.692816, 84.678024, 85.086951, 85.575221, 86.674694
2023-03-01T07:24:00.000Z, 82.260959, 84.268628, 84.464290, 84.796757, 86.134512, 86.898314
2023-03-01T07:26:00.000Z, 82.560784, 84.753213, 84.991378, 85.144460, 86.390530, 86.846573
2023-03-01T07:28:00.000Z, 82.640728, 84.652262, 84.978626, 85.628712, 87.068419, 87.186048
2023-03-01T07:30:00.000Z, 84.633717, 85.985802, 86.886826, 87.254259, 88.211971, 89.172872
2023-03-01T07:32:00.000Z, 86.198394, 86.995507, 87.971883, 88.441149, 88.974452, 90.265564
2023-03-01T07:34:00.000Z, 86.328855, 87.654192, 88.359878, 88.636353, 89.148166, 90.483345
2023-03-01T07:36:00.000Z, 85.632313, 87.430564, 87.797559, 88.444436, 88.981907, 89.870076
2023-03-01T07:38:00.000Z, 86.315656, 87.549147, 88.350599, 88.621156, 89.339062, 90.492191
2023-03-01T07:40:00.000Z, 86.687268, 88.126359, 88.853834, 89.028831, 89.890706, 90.632392
2023-03-01T07:42:00.000Z, 87.369330, 88.490094, 89.031306, 89.369079, 89.924602, 90.722337
2023-03-01T07:44:00.000Z, 87.100204, 88.187503, 88.804079, 89.540824, 90.219490, 91.014318
2023-03-01T07:46:00.000Z, 86.509066, 88.471958, 89.184730, 89.543148, 89.934346, 90.645499
2023-03-01T07:48:00.000Z, 86.918866, 88.135254, 88.912231, 89.047921, 89.449541, 90.424656
2023-03-01T07:50:00.000Z, 86.757086, 88.028249, 88.470650, 89.014784, 89.596248, 90.532004
2023-03-01T07:52:00.000Z, 86.878053, 87.980431, 88.684339, 88.840116, 89.560769, 90.381028
2023-03-01T07:54:00.000Z, 87.102175, 88.350753, 89.005235, 89.502935, 89.895331, 90.818998
2023-03-01T07:56:00.000Z, 87.384663, 88.738213, 89.312133, 89.658323, 90.132122, 91.467664
2023-03-01T07:58:00.000Z, 87.965327, 89.292003, 89.996427, 90.406839, 91.454724, 92.087779
2023-03-01T08:00:00.000Z, 87.855984, 89.195784, 90.100572, 90.786458, 91.102884, 91.858681
2023-03-01T08:02:00.000Z, 88.035625, 89.325782, 89.880878, 90.287942, 90.799425, 91.493077
2023-03-01T08:04:00.000Z, 88.217689, 88.885654, 89.204529, 89.699921, 90.223274, 90.843659
2023-03-01T08:06:00.000Z, 87.433112, 88.881599, 89.632058, 89.734978, 90.234508, 91.402410
2023-03-01T08:08:00.000Z, 87.835190, 89.103773, 89.694370, 90.161683, 90.329322, 91.359043
2023-03-01T08:10:00.000Z, 88.637661, 89.646309, 90.451586, 90.937582, 91.795493, 93.051032
2023-03-01T08:12:00.000Z, 88.982313, 90.577858, 90.548602, 91.016520, 91.649842, 92.494802
2023-03-01T08:14:00.000Z, 88.766772, 89.972517, 90.759114, 90.889620, 91.854621, 92.309253
2023-03-01T08:16:00.000Z, 89.699297, 90.927013, 91.578881, 91.932009, 92.525856, 93.609065
2023-03-01T08:18:00.000Z, 89.624736, 90.731435, 91.408293, 91.667396, 92.027231, 93.085479
2023-03-01T08:20:00.000Z, 89.614542, 90.546259, 91.166557, 91.568113, 92.167885, 93.171150
2023-03-01T08:22:00.000Z, 89.684838, 90.573362, 91.031171, 91.640528, 91.897586, 93.070194
2023-03-01T08:24:00.000Z, 89.705530, 90.776810, 91.320621, 91.334840, 92.241731, 92.910103
2023-03-01T08:26:00.000Z, 89.668627, 90.824004, 91.395693, 91.942805, 92.505391, 93.204090
2023-03-01T08:28:00.000Z, 89.875319, 90.512509, 91.341065, 91.575961, 91.901293, 92.796595
2023-03-01T08:30:00.000Z, 89.284326, 90.300464, 90.793323, 91.439463, 91.718413, 92.692039
2023-03-01T08:32:00.000Z, 89.373117, 90.255711, 90.788282, 91.254295, 91.717821, 92.886570
2023-03-01T08:34:00.000Z, 89.109397, 90.243410, 90.851974, 91.239117, 91.294900, 92.518875
2023-03-01T08:36:00.000Z, 88.877660, 90.044979, 90.566431, 90.839936, 91.249406, 92.257720
2023-03-01T08:38:00.000Z, 88.866338, 90.143690, 90.091225, 90.498249, 91.277390, 91.835572
2023-03-01T08:40:00.000Z, 89.040707, 90.054349, 90.152958, 90.435042, 91.090935, 91.909176
2023-03-01T08:42:00.000Z, 88.358102, 89.507319, 90.024354, 90.386132, 90.599319, 91.623229
2023-03-01T08:44:00.000Z, 88.138440, 89.099273, 89.821803, 90.177603, 90.449636, 91.460996
2023-03-01T08:46:00.000Z, 88.452636, 89.216562, 89.878163, 90.198665, 90.566797, 91.680142
2023-03-01T08:48:00.000Z, 87.978481, 89.282246, 89.865488, 90.270272, 90.612315, 91.847862
2023-03-01T08:50:00.000Z, 88.267231, 89.550924, 89.876093, 90.326861, 90.591198, 91.893603
2023-03-01T08:52:00.000Z, 87.695201, 89.058131, 89.350272, 89.653807, 90.394504, 91.317701
2023-03-01T08:54:00.000Z, 88.272324, 89.396836, 90.106449, 90.253728, 90.751974, 91.777995
2023-03-01T08:56:00.000Z, 88.177337, 89.393948, 89.985438, 90.259106, 90.736222, 91.806165
2023-03-01T08:58:00.000Z, 88.169875, 88.983092, 89.407915, 89.873985, 90.263235, 91.233069
2023-03-01T09:00:00.000Z, 87.845392, 89.114131, 89.565564, 89.974739, 90.312895, 91.209978
2023-03-01T09:02:00.000Z, 88.171187, 89.076421, 89.414088, 90.093811, 90.221595, 91.422896
2023-03-01T09:04:00.000Z, 87.924445, 89.695261, 89.924552, 90.034708, 90.919959, 91.688034
2023-03-01T09:06:00.000Z, 87.750540, 89.230421, 89.459479, 89.782892, 90.358719, 90.974278
2023-03-01T09:08:00.000Z, 87.617887, 88.975858, 89.390946, 89.845112, 90.115123, 90.984198
2023-03-01T09:10:00.000Z, 88.224619, 89.089761, 89.679357, 89.850947, 90.161663, 91.146147
2023-03-01T09:12:00.000Z, 87.853460, 89.175581, 89.704255, 89.856197, 90.449279, 91.594662
2023-03-01T09:14:00.000Z, 87.732247, 89.159030, 89.543170, 90.129496, 90.313488, 91.516101
2023-03-01T09:16:00.000Z, 88.169310, 89.246587, 89.665056, 90.009457, 90.554237, 91.595866
2023-03-01T09:18:00.000Z, 88.002491, 89.152851, 89.688961, 89.877335, 90.183393, 91.351253
2023-03-01T09:20:00.000Z, 88.002547, 89.625843, 90.100916, 90.199710, 90.531715, 91.605998
2023-03-01T09:22:00.000Z, 87.853512, 88.931344, 89.549853, 90.167922, 90.641397, 91.391681
2023-03-01T09:24:00.000Z, 88.267779, 89.376715, 89.754653, 90.283678, 90.335550, 91.466291
2023-03-01T09:26:00.000Z, 88.337164, 89.724780, 89.996594, 90.300011, 90.402271, 91.597023
2023-03-01T09:28:00.000Z, 88.276517, 89.428676, 89.944864, 90.112647, 90.559752, 91.568431
2023-03-01T09:30:00.000Z, 88.124498, 89.247232, 89.971823, 90.087896, 90.523996, 91.666953
2023-03-01T09:32:00.000Z, 88.149557, 89.403119, 89.682746, 89.958953, 90.451584, 91.362300
2023-03-01T09:34:00.000Z, 88.104719, 89.467225, 89.953487, 90.420348, 90.893695, 91.475950
2023-03-01T09:36:00.000Z, 87.762201, 89.162630, 89.548538, 89.927987, 90.536647, 91.191505
2023-03-01T09:38:00.000Z, 88.433130, 89.676880, 90.146615, 90.278296, 90.614030, 91.544327
2023-03-01T09:40:00.000Z, 88.290694, 89.486028, 90.084750, 90.300048, 90.472293, 91.578407
2023-03-01T09:42:00.000Z, 88.068733, 89.443603, 90.019531, 90.096038, 90.428486, 91.406970
2023-03-01T09:44:00.000Z, 88.441375, 89.747038, 90.087857, 90.345004, 90.717990, 92.005858
2023-03-01T09:46:00.000Z, 88.586420, 89.721169, 90.042204, 90.141942, 90.844858, 92.274234
2023-03-01T09:48:00.000Z, 88.790872, 90.052063, 90.879876, 90.974383, 91.312769, 92.223997
2023-03-01T09:50:00.000Z, 88.160409, 89.485356, 90.045887, 90.373036, 90.872523, 91.598049
2023-03-01T09:52:00.000Z, 88.479022, 90.016518, 90.163229, 90.404536, 90.584741, 91.592881
2023-03-01T09:54:00.000Z, 88.478685, 89.681874, 90.345911, 90.411952, 90.895201, 91.784511
2023-03-01T09:56:00.000Z, 88.345807, 89.216354, 90.005480, 90.310554, 90.752151, 91.614185
2023-03-01T09:58:00.000Z, 88.508949, 89.448676, 89.824363, 90.358950, 90.789207, 91.612117
2023-03-01T10:00:00.000Z, 88.314583, 89.701500, 89.985846, 90.236515, 90.878420, 91.509131
2023-03-01T10:02:00.000Z, 88.460333, 89.758163, 90.209615, 90.491917, 90.926958, 91.787948
2023-03-01T10:04:00.000Z, 88.338244, 89.263295, 89.913731, 90.125392, 90.658296, 91.517275
2023-03-01T10:06:00.000Z, 88.265683, 89.351979, 90.087909, 90.239164, 90.405210, 91.343871
2023-03-01T10:08:00.000Z, 88.355891, 89.618828, 90.178898, 90.253938, 90.780591, 91.648727
2023-03-01T10:10:00.000Z, 88.479855, 89.824480, 90.067401, 90.577103, 91.282112, 91.713377
2023-03-01T10:12:00.000Z, 88.496944, 89.496274, 90.362400, 90.587956, 91.113908, 91.891687
2023-03-01T10:14:00.000Z, 88.223951, 89.609626, 90.332221, 90.296678, 90.764640, 91.853700
2023-03-01T10:16:00.000Z, 88.474893, 90.093143, 90.216037, 90.668495, 90.900519, 91.764197
2023-03-01T10:18:00.000Z, 88.026428, 89.145583, 89.738858, 89.936227, 90.113485, 91.088482
2023-03-01T10:20:00.000Z, 88.248995, 89.555190, 90.296591, 90.565693, 90.968811, 92.163963
2023-03-01T10:22:00.000Z, 88.792268, 90.186868, 90.880276, 91.112574, 91.522989, 92.513976
2023-03-01T10:24:00.000Z, 89.015853, 90.152794, 90.765621, 91.124551, 91.772779, 92.523126
2023-03-01T10:26:00.000Z, 88.576643, 90.076596, 90.595515, 90.801890, 91.236645, 92.311527
