V1,V2,V3
-121.24341563786,34,-2999.40502929688
-121.226478065367,34,-2895.89501953125
-121.209540492874,34,-2736.89501953125
-121.192602920381,34,-2582.724609375
-121.175665347888,34,-2421.29467773438
-121.158727775394,34,-2218.89453125
-121.141790202901,34,-1958.62463378906
-121.124852630408,34,-1421.04455566406
-121.107915057915,34,-1328.06457519531
-121.090977485422,34,-1580.30456542969
-121.074039912929,34,-1666.65368652344
-121.057102340436,34,-1713.50366210938
-121.040164767943,34,-1843.58374023438
-121.023227195449,34,-1980.763671875
-121.006289622956,34,-2130.75366210938
-120.989352050463,34,-2102.35375976562
-120.97241447797,34,-2062.423828125
-120.955476905477,34,-2027.65368652344
-120.938539332984,34,-2063.42626953125
-120.921601760491,34,-1878.34631347656
-120.904664187998,34,-1618.32629394531
-120.887726615504,34,-1412.41638183594
-120.870789043011,34,-1269.59631347656
-120.853851470518,34,-1412.4462890625
-120.836913898025,34,-1531.91638183594
-120.819976325532,34,-1563.00634765625
-120.803038753039,34,-1608.830078125
-120.786101180546,34,-1655.50012207031
-120.769163608053,34,-1683.42004394531
-120.752226035559,34,-1612.95007324219
-120.735288463066,34,-1481.15014648438
-120.718350890573,34,-1438.90014648438
-120.70141331808,34,-1472.5400390625
-120.684475745587,34,-1470.80004882812
-120.667538173094,34,-1469.41467285156
-120.650600600601,34,-1418.52465820312
-120.633663028107,34,-1327.73461914062
-120.616725455614,34,-1243.25463867188
-120.599787883121,34,-1111.8046875
-120.582850310628,34,-839.904663085938
-120.565912738135,34,-765.984619140625
-120.548975165642,34,-648.884643554688
-120.532037593149,34,-568.623901367188
-120.515100020656,34,-483.143920898438
-120.498162448162,34,-333.433898925781
-120.481224875669,34,-177.243911743164
-120.464287303176,34,-123.463905334473
-120.447349730683,34,-113.26390838623
-120.43041215819,34,-106.803909301758
-120.413474585697,34,-100.233909606934
-120.396537013204,34,-94.1238479614258
-120.379599440711,34,-89.3938446044922
-120.362661868217,34,-84.6238479614258
-120.345724295724,34,-79.4538497924805
-120.328786723231,34,-75.1738510131836
-120.311849150738,34,-71.8638458251953
-120.294911578245,34,-58.883846282959
-120.277974005752,34,-48.2138481140137
