V1,V2,V3
-124.609401709402,37.3,-4149.125
-124.592099228685,37.3,-4133.875
-124.574796747967,37.3,-4119.18505859375
-124.55749426725,37.3,-4106.84521484375
-124.540191786533,37.3,-4097.35595703125
-124.522889305816,37.3,-4095.80615234375
-124.505586825099,37.3,-4088.97607421875
-124.488284344382,37.3,-4079.17602539062
-124.470981863665,37.3,-4070.6162109375
-124.453679382948,37.3,-4058.74609375
-124.436376902231,37.3,-4047.09619140625
-124.419074421513,37.3,-4039.77612304688
-124.401771940796,37.3,-4029.95776367188
-124.384469460079,37.3,-4021.0078125
-124.367166979362,37.3,-4007.27758789062
-124.349864498645,37.3,-3990.03759765625
-124.332562017928,37.3,-3987.6376953125
-124.315259537211,37.3,-3973.8876953125
-124.297957056494,37.3,-3968.97778320312
-124.280654575777,37.3,-3960.29760742188
-124.263352095059,37.3,-3956.67504882812
-124.246049614342,37.3,-3951.044921875
-124.228747133625,37.3,-3944.51489257812
-124.211444652908,37.3,-3934.85498046875
-124.194142172191,37.3,-3924.88500976562
-124.176839691474,37.3,-3915.84497070312
-124.159537210757,37.3,-3907.46484375
-124.14223473004,37.3,-3898.15502929688
-124.124932249322,37.3,-3885.73461914062
-124.107629768605,37.3,-3870.89453125
-124.090327287888,37.3,-3852.56469726562
-124.073024807171,37.3,-3825.86450195312
-124.055722326454,37.3,-3806.63452148438
-124.038419845737,37.3,-3791.45458984375
-124.02111736502,37.3,-3778.85473632812
-124.003814884303,37.3,-3765.31469726562
-123.986512403586,37.3,-3751.33129882812
-123.969209922868,37.3,-3734.7412109375
-123.951907442151,37.3,-3715.02124023438
-123.934604961434,37.3,-3687.55126953125
-123.917302480717,37.3,-3656.88110351562
-123.9,37.3,-3596.34130859375
-123.882697519283,37.3,-3606.83129882812
-123.865395038566,37.3,-3618.5625
-123.848092557849,37.3,-3619.33227539062
-123.830790077132,37.3,-3601.09228515625
-123.813487596414,37.3,-3576.93237304688
-123.796185115697,37.3,-3558.3125
-123.77888263498,37.3,-3542.51245117188
-123.761580154263,37.3,-3532.09228515625
-123.744277673546,37.3,-3517.14233398438
