"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Begin.Date.Time","Begin.Hour","Species","Notes"
"49",49,"Spectrogram 1",1,58984.637114804,59073.491387671,0,1254,"2023/3/12  12:59:02.637",12,"HmpSng",""
"50",50,"Spectrogram 1",1,59732.742614922,59776.151364274,0,1014,"2023/3/12  13:11:30.743",13,"HmpSng",""
"51",51,"Spectrogram 1",1,60348.790720238,60480.799145686,150,930,"2023/3/12  13:21:46.791",13,"HmpSng",""
"52",52,"Spectrogram 1",1,61776.211706447,61830.568116926,0,942,"2023/3/12  13:45:33.212",13,"HmpSng",""
"53",53,"Spectrogram 1",1,63841.450071841,63925.46700607,138,966,"2023/3/12  14:19:58.450",14,"HmpSng",""
"54",54,"Spectrogram 1",1,64448.332693423,64515.164345651,126,654,"2023/3/12  14:30:05.333",14,"HmpSng",""
"55",55,"Spectrogram 1",1,65920.868235679,65993.17371847,210,576,"2023/3/12  14:54:38.868",14,"HmpSng",""
"56",56,"Spectrogram 1",1,65952.565533593,66002.084605434,1158,1788,"2023/3/12  14:55:09.566",14,"Other","odontocetes"
"57",57,"Spectrogram 1",1,66776.134658121,66873.263326025,102,678,"2023/3/12  15:08:53.135",15,"HmpSng",""
"58",58,"Spectrogram 1",1,68383.786714757,68477.351027876,132,936,"2023/3/12  15:35:40.787",15,"HmpSng",""
"59",59,"Spectrogram 1",1,68642.403897454,68716.873452793,168,942,"2023/3/12  15:39:59.404",15,"HmpSng",""
"60",60,"Spectrogram 1",1,72040.912663366,72150.389274635,24,1146,"2023/3/12  16:36:37.913",16,"HmpSng",""
"61",61,"Spectrogram 1",1,73300.401719826,73377.162646099,0,1128,"2023/3/12  16:57:37.402",16,"HmpSng",""
"62",62,"Spectrogram 1",1,73790.09195633,73863.161229432,78,702,"2023/3/12  17:05:46.092",17,"HmpSng",""
"63",63,"Spectrogram 1",1,74658.084467291,74799.131078088,180,912,"2023/3/12  17:20:14.084",17,"HmpSng",""
"64",64,"Spectrogram 1",1,75069.943421087,75119.207896157,144,780,"2023/3/12  17:27:06.943",17,"HmpSng",""
"65",65,"Spectrogram 1",1,75404.636485443,75497.818903406,66,720,"2023/3/12  17:32:41.636",17,"HmpSng",""
"66",66,"Spectrogram 1",1,75883.762372643,75987.128661421,0,834,"2023/3/12  17:40:40.762",17,"HmpSng",""
"67",67,"Spectrogram 1",1,76380.200840229,76465.236161539,0,906,"2023/3/12  17:48:56.201",17,"HmpSng",""
"68",68,"Spectrogram 1",1,77284.350800919,77402.356403996,0,972,"2023/3/12  18:04:01.351",18,"HmpSng",""
"69",69,"Spectrogram 1",1,78151.253179102,78263.148459689,120,588,"2023/3/12  18:18:27.253",18,"HmpSng",""
"70",70,"Spectrogram 1",1,79883.426166136,79984.755680752,234,744,"2023/3/12  18:47:19.426",18,"HmpSng",""
"71",71,"Spectrogram 1",1,81561.728826556,81626.141809465,126,972,"2023/3/12  19:15:18.729",19,"HmpSng",""
"72",72,"Spectrogram 1",1,82385.731648927,82440.342656176,54,972,"2023/3/12  19:29:02.732",19,"HmpSng",""
"73",73,"Spectrogram 1",1,83054.86318087,83104.509551096,108,780,"2023/3/12  19:40:11.863",19,"HmpSng",""
"74",74,"Spectrogram 1",1,83717.043937647,83792.277283298,288,906,"2023/3/12  19:51:13.044",19,"HmpSng",""
"75",75,"Spectrogram 1",1,84185.094865335,84264.910952852,138,780,"2023/3/12  19:59:01.095",19,"HmpSng",""
"76",76,"Spectrogram 1",1,88144.000065889,88225.85292757,72,942,"2023/3/12  21:05:00.000",21,"HmpSng",""
"77",77,"Spectrogram 1",1,90437.205146157,90497.799177511,48,948,"2023/3/12  21:43:13.205",21,"HmpSng",""
"78",78,"Spectrogram 1",1,90829.768131424,90908.31123509,126,882,"2023/3/12  21:49:46.768",21,"HmpSng",""
"79",79,"Spectrogram 1",1,94603.883921028,94652.893799328,246,762,"2023/3/12  22:52:40.884",22,"HmpSng",""
"80",80,"Spectrogram 1",1,95769.809206035,95878.522026992,156,1032,"2023/3/12  23:12:05.809",23,"HmpSng",""
"81",81,"Spectrogram 1",1,96091.949241278,96214.410287836,228,618,"2023/3/12  23:17:28.949",23,"HmpSng",""
"82",82,"Spectrogram 1",1,98164.342467586,98240.594200318,126,672,"2023/3/12  23:52:00.342",23,"HmpSng",""
"83",83,"Spectrogram 1",1,98363.105341231,98454.505581801,0,792,"2023/3/12  23:55:19.105",23,"HmpSng",""
"84",84,"Spectrogram 1",1,101725.056652581,101803.599756247,156,1224,"2023/3/13  0:51:20.057",0,"Hmp",""
"85",85,"Spectrogram 1",1,102546.168905528,102584.231122702,312,1674,"2023/3/13  1:05:01.169",1,"Hmp",""
"86",86,"Spectrogram 1",1,102875.388139321,102925.543703088,144,810,"2023/3/13  1:10:31.388",1,"HmpSng",""
"87",87,"Spectrogram 1",1,103115.166827676,103190.400173326,144,696,"2023/3/13  1:14:30.167",1,"HmpSng",""
"88",88,"Spectrogram 1",1,104586.023172914,104629.431922265,78,696,"2023/3/13  1:39:01.023",1,"HmpSng",""
"89",89,"Spectrogram 1",1,104119.368985797,104149.284106318,144,1614,"2023/3/13  1:31:15.369",1,"Hmp",""
"90",90,"Spectrogram 1",1,104791.325400224,104876.869915075,144,744,"2023/3/13  1:42:26.325",1,"HmpSng",""
"91",91,"Spectrogram 1",1,105156.696292079,105221.363871759,18,762,"2023/3/13  1:48:32.696",1,"HmpSng",""
"92",92,"Spectrogram 1",1,105389.269150165,105499.127656589,144,888,"2023/3/13  1:52:24.269",1,"HmpSng",""
"93",93,"Spectrogram 1",1,106347.139029408,106420.208302511,372,648,"2023/3/13  2:08:22.139",2,"HmpSng",""
"94",94,"Spectrogram 1",1,107082.108311174,107159.251132603,138,864,"2023/3/13  2:20:37.108",2,"HmpSng",""
"95",95,"Spectrogram 1",1,108269.955528112,108309.163430752,114,912,"2023/3/13  2:40:25.956",2,"HmpSng",""
"96",96,"Spectrogram 1",1,108539.217222478,108636.345890382,270,1056,"2023/3/13  2:44:54.217",2,"HmpSng",""
"97",97,"Spectrogram 1",1,108870.091335278,108990.515607673,204,720,"2023/3/13  2:50:25.091",2,"HmpSng",""
"98",98,"Spectrogram 1",1,109198.037585219,109308.787180339,144,540,"2023/3/13  2:55:53.038",2,"HmpSng",""
"99",99,"Spectrogram 1",1,109548.51564934,109641.061575377,138,492,"2023/3/13  3:01:43.516",3,"HmpSng",""
"100",100,"Spectrogram 1",1,109884.354399163,109965.061575377,162,864,"2023/3/13  3:07:19.354",3,"HmpSng",""
"101",101,"Spectrogram 1",1,110404.57097177,110490.624680163,150,978,"2023/3/13  3:16:00.571",3,"HmpSng",""
"102",102,"Spectrogram 1",1,111649.524319307,111728.322019743,180,780,"2023/3/13  3:36:44.524",3,"HmpSng",""
"103",103,"Spectrogram 1",1,113237.827021393,113318.279600837,162,696,"2023/3/13  4:03:13.827",4,"HmpSng",""
"104",104,"Spectrogram 1",1,116975.002294613,117064.365761021,210,930,"2023/3/13  5:05:30.002",5,"HmpSng",""
"105",105,"Spectrogram 1",1,117813.135237742,117886.331809229,312,972,"2023/3/13  5:19:28.135",5,"HmpSng",""
"106",106,"Spectrogram 1",1,118541.282376061,118611.805681459,264,798,"2023/3/13  5:31:36.282",5,"HmpSng",""
"107",107,"Spectrogram 1",1,119382.852375589,119494.874954562,282,876,"2023/3/13  5:45:37.852",5,"HmpSng",""
"108",108,"Spectrogram 1",1,119683.556771099,119826.258260903,336,948,"2023/3/13  5:50:38.557",5,"HmpSng",""
"109",109,"Spectrogram 1",1,120645.627497053,120741.865076261,216,972,"2023/3/13  6:06:40.627",6,"HmpSng",""
"110",110,"Spectrogram 1",1,121136.030429514,121262.183129243,204,1014,"2023/3/13  6:14:50.030",6,"HmpSng",""
"111",111,"Spectrogram 1",1,121760.734825024,121916.802645273,180,840,"2023/3/13  6:25:15.735",6,"HmpSng",""
"112",112,"Spectrogram 1",1,122643.294904585,122718.019056695,318,1056,"2023/3/13  6:39:58.295",6,"HmpSng",""
"113",113,"Spectrogram 1",1,123120.765912777,123215.603209748,210,780,"2023/3/13  6:47:55.766",6,"HmpSng",""
"114",114,"Spectrogram 1",1,123770.80268694,123851.509863154,204,996,"2023/3/13  6:58:45.803",6,"HmpSng",""
"115",115,"Spectrogram 1",1,124059.922929397,124134.901678277,174,1266,"2023/3/13  7:03:34.923",7,"HmpSng",""
"116",116,"Spectrogram 1",1,124682.463252357,124798.813976426,42,864,"2023/3/13  7:13:57.463",7,"HmpSng",""
"117",117,"Spectrogram 1",1,125003.408091113,125142.290629361,162,930,"2023/3/13  7:19:18.408",7,"HmpSng",""
"118",118,"Spectrogram 1",1,126382.533936645,126452.038854962,204,756,"2023/3/13  7:42:17.534",7,"HmpSng",""
"119",119,"Spectrogram 1",1,126968.41232467,127087.563613213,48,906,"2023/3/13  7:52:03.412",7,"HmpSng",""
"120",120,"Spectrogram 1",1,127623.413735856,127725.888935938,204,750,"2023/3/13  8:02:58.414",8,"HmpSng",""
"121",121,"Spectrogram 1",1,128187.320347595,128233.784258192,162,1152,"2023/3/13  8:12:21.320",8,"HmpSng",""
"122",122,"Spectrogram 1",1,129938.768735149,130019.730508133,120,900,"2023/3/13  8:41:33.769",8,"HmpSng",""
"123",123,"Spectrogram 1",1,130606.881880009,130670.785669378,54,960,"2023/3/13  8:52:41.882",8,"HmpSng",""
"124",124,"Spectrogram 1",1,132084.357991278,132170.029804514,120,1020,"2023/3/13  9:17:18.358",9,"HmpSng",""
"125",125,"Spectrogram 1",1,134152.676002593,134306.834347065,294,750,"2023/3/13  9:51:47.676",9,"HmpSng",""
"126",126,"Spectrogram 1",1,134985.080518388,135087.683016855,144,1236,"2023/3/13  10:05:39.081",10,"HmpSng",""
"127",127,"Spectrogram 1",1,135568.591081447,135611.745234029,210,1224,"2023/3/13  10:15:22.591",10,"HmpSng",""
"128",128,"Spectrogram 1",1,137007.878218824,137071.654709807,24,1068,"2023/3/13  10:39:22.878",10,"HmpSng",""
"129",129,"Spectrogram 1",1,137395.985760608,137561.728258133,102,2046,"2023/3/13  10:45:50.986",10,"HmpSng",""
"130",130,"Spectrogram 1",1,137891.278542727,138046.582572666,108,1812,"2023/3/13  10:54:05.279",10,"HmpSng",""
"131",131,"Spectrogram 1",1,138090.244835455,138211.687494932,144,1146,"2023/3/13  10:57:24.245",10,"HmpSng",""
"132",132,"Spectrogram 1",1,140171.930843883,140330.926526992,126,1056,"2023/3/13  11:32:06.931",11,"HmpSng",""
"133",133,"Spectrogram 1",1,140528.010036952,140651.998664132,174,1506,"2023/3/13  11:38:02.010",11,"HmpSng",""
"134",134,"Spectrogram 1",1,140842.335359677,140981.727091466,198,786,"2023/3/13  11:43:16.335",11,"HmpSng",""
"135",135,"Spectrogram 1",1,141558.312697371,141633.800639793,210,1596,"2023/3/13  11:55:12.313",11,"HmpSng",""
"136",136,"Spectrogram 1",1,142432.292940771,142592.943502888,0,930,"2023/3/13  12:09:46.293",12,"HmpSng",""
"137",137,"Spectrogram 1",1,145309.135882485,145359.418744637,60,1068,"2023/3/13  12:57:43.136",12,"HmpSng",""
"138",138,"Spectrogram 1",1,146014.496609854,146095.076487683,12,840,"2023/3/13  13:09:28.497",13,"HmpSng",""
"139",139,"Spectrogram 1",1,146817.495198668,146969.234873821,126,600,"2023/3/13  13:22:52.495",13,"HmpSng",""
"140",140,"Spectrogram 1",1,147841.560238213,147943.144349599,150,684,"2023/3/13  13:39:56.560",13,"HmpSng",""
"141",141,"Spectrogram 1",1,148847.167011905,148922.909551096,54,552,"2023/3/13  13:56:41.167",13,"HmpSng",""
"142",142,"Spectrogram 1",1,149901.478222772,150042.906728725,114,834,"2023/3/13  14:14:15.478",14,"HmpSng",""
"143",143,"Spectrogram 1",1,150647.370680988,150702.236285007,204,744,"2023/3/13  14:26:41.371",14,"HmpSng",""
"144",144,"Spectrogram 1",1,151300.08072124,151354.309833333,234,1104,"2023/3/13  14:37:34.081",14,"HmpSng",""
"145",145,"Spectrogram 1",1,152325.367900283,152484.618180163,114,792,"2023/3/13  14:54:39.368",14,"HmpSng",""
"146",146,"Spectrogram 1",1,152647.58572289,152806.83600277,144,612,"2023/3/13  15:00:02.586",15,"HmpSng",""
"147",147,"Spectrogram 1",1,153396.609088048,153483.171989981,90,768,"2023/3/13  15:12:31.609",15,"HmpSng",""
"148",148,"Spectrogram 1",1,155744.170578795,155800.309166667,138,708,"2023/3/13  15:51:38.171",15,"HmpSng",""
"149",149,"Spectrogram 1",1,157350.676408298,157458.625438944,108,1158,"2023/3/13  16:18:25.676",16,"HmpSng",""
"150",150,"Spectrogram 1",1,157659.273303689,157752.328423267,120,1086,"2023/3/13  16:23:33.273",16,"HmpSng",""
"151",151,"Spectrogram 1",1,159287.189746582,159404.431559347,138,1644,"2023/3/13  16:50:41.190",16,"HmpSng",""
"152",152,"Spectrogram 1",1,159650.422300566,159735.839517032,138,1788,"2023/3/13  16:56:44.422",16,"HmpSng",""
"153",153,"Spectrogram 1",1,160479.13516319,160565.188871582,0,1068,"2023/3/13  17:10:33.135",17,"HmpSng",""
"154",154,"Spectrogram 1",1,162194.505680045,162291.634347949,60,774,"2023/3/13  17:39:08.506",17,"HmpSng",""
"155",155,"Spectrogram 1",1,162711.439187647,162791.891767091,144,816,"2023/3/13  17:47:45.439",17,"HmpSng",""
"156",156,"Spectrogram 1",1,166517.763927039,166600.507877416,0,1050,"2023/3/13  18:51:11.764",18,"HmpSng",""
"157",157,"Spectrogram 1",1,169618.295741219,169702.185377063,114,876,"2023/3/13  19:42:52.296",19,"HmpSng",""
"158",158,"Spectrogram 1",1,170334.527134017,170401.48608463,0,1080,"2023/3/13  19:54:48.527",19,"HmpSng",""
"159",159,"Spectrogram 1",1,173357.386082331,173423.963137789,102,894,"2023/3/13  20:45:11.386",20,"HmpSng",""
"160",160,"Spectrogram 1",1,173152.561230552,173213.02796352,216,840,"2023/3/13  20:41:46.561",20,"HmpSng",""
"161",161,"Spectrogram 1",1,177343.682878713,177426.808724246,36,576,"2023/3/13  21:51:37.683",21,"HmpSng",""
"162",162,"Spectrogram 1",1,177847.25005587,177908.098683993,36,792,"2023/3/13  22:00:00.250",22,"HmpSng",""
"163",163,"Spectrogram 1",1,178884.578778819,179003.602768977,126,834,"2023/3/13  22:17:18.579",22,"HmpSng",""
"164",164,"Spectrogram 1",1,184520.907101544,184566.225326674,270,810,"2023/3/13  23:51:14.907",23,"HmpSng",""
"165",165,"Spectrogram 1",1,184906.392221594,184960.494035302,174,714,"2023/3/13  23:57:39.392",23,"HmpSng",""
"166",166,"Spectrogram 1",1,185296.791134312,185391.119237742,42,972,"2023/3/14  0:04:10.791",0,"HmpSng",""
"167",167,"Spectrogram 1",1,185623.997370285,185683.191119401,102,1140,"2023/3/14  0:09:37.997",0,"HmpSng",""
"168",168,"Spectrogram 1",1,185962.406572489,186110.072699316,108,2058,"2023/3/14  0:15:15.407",0,"HmpSng",""
"169",169,"Spectrogram 1",1,186770.497096711,186829.436249057,48,1026,"2023/3/14  0:28:43.497",0,"HmpSng",""
"170",170,"Spectrogram 1",1,187210.262048208,187370.021521629,150,1218,"2023/3/14  0:36:03.262",0,"HmpSng",""
"171",171,"Spectrogram 1",1,187549.792451202,187641.574586928,48,1788,"2023/3/14  0:41:43.792",0,"HmpSng",""
"172",172,"Spectrogram 1",1,188255.967813237,188341.130432933,216,1332,"2023/3/14  0:53:29.968",0,"HmpSng",""
"173",173,"Spectrogram 1",1,194218.207030646,194240.866143211,84,720,"2023/3/14  2:32:51.207",2,"HmpSng",""
"174",174,"Spectrogram 1",1,194883.265014262,194933.802473185,150,828,"2023/3/14  2:43:56.265",2,"HmpSng",""
"175",175,"Spectrogram 1",1,195626.433362034,195726.362594413,174,936,"2023/3/14  2:56:19.433",2,"HmpSng",""
"176",176,"Spectrogram 1",1,195988.113684052,196067.802473185,156,738,"2023/3/14  3:02:20.114",3,"HmpSng",""
"177",177,"Spectrogram 1",1,196389.842153053,196542.472916902,198,576,"2023/3/14  3:09:02.842",3,"HmpSng",""
"178",178,"Spectrogram 1",1,198187.627152817,198336.438965111,282,960,"2023/3/14  3:39:00.627",3,"HmpSng",""
"179",179,"Spectrogram 1",1,199346.068442775,199466.365416785,150,876,"2023/3/14  3:58:18.068",3,"HmpSng",""
"180",180,"Spectrogram 1",1,200838.768640912,200905.218397984,120,756,"2023/3/14  4:23:11.769",4,"HmpSng",""
"181",181,"Spectrogram 1",1,201050.438787482,201188.939430575,162,996,"2023/3/14  4:26:43.439",4,"HmpSng",""
"182",182,"Spectrogram 1",1,201610.372539604,201656.32725666,102,780,"2023/3/14  4:36:02.373",4,"HmpSng",""
"183",183,"Spectrogram 1",1,202163.534617633,202211.908004008,234,750,"2023/3/14  4:45:16.535",4,"HmpSng",""
"184",184,"Spectrogram 1",1,202533.743931459,202613.050825436,276,1050,"2023/3/14  4:51:26.744",4,"HmpSng",""
"185",185,"Spectrogram 1",1,203505.042870226,203535.085289132,400.9,879.3,"2023/3/14  5:07:37.043",5,"HmpSng",""
"186",187,"Spectrogram 1",1,204507.440619932,204545.12094195,77.6,685.3,"2023/3/14  5:24:19.441",5,"HmpSng",""
"187",188,"Spectrogram 1",1,205345.064369519,205413.041707214,84.1,769.4,"2023/3/14  5:38:17.064",5,"HmpSng",""
"188",189,"Spectrogram 1",1,206083.395378654,206147.044571252,0,750,"2023/3/14  5:50:35.395",5,"HmpSng",""
"189",190,"Spectrogram 1",1,206914.908805752,206996.379772277,71.1,762.9,"2023/3/14  6:04:27.909",6,"HmpSng",""
"190",191,"Spectrogram 1",1,207429.805539191,207491.290659241,122.8,556,"2023/3/14  6:13:02.806",6,"HmpSng",""
"191",192,"Spectrogram 1",1,208366.671184877,208438.212877357,168.1,924.6,"2023/3/14  6:28:39.671",6,"HmpSng",""
"192",193,"Spectrogram 1",1,208987.556628831,209073.483038838,71.1,556,"2023/3/14  6:38:59.557",6,"HmpSng",""
"193",194,"Spectrogram 1",1,209352.928604019,209458.458965347,129.3,659.5,"2023/3/14  6:45:05.929",6,"HmpSng",""
"194",195,"Spectrogram 1",1,210295.268080269,210434.023320132,90.5,827.6,"2023/3/14  7:00:47.268",7,"HmpSng",""
"195",196,"Spectrogram 1",1,210690.937071134,210760.569287836,103.4,1150.9,"2023/3/14  7:07:23.937",7,"HmpSng",""
"196",197,"Spectrogram 1",1,211415.901749823,211489.734813237,0,892.2,"2023/3/14  7:19:28.902",7,"HmpSng",""
"197",198,"Spectrogram 1",1,212242.959733439,212370.640013791,187.5,1047.4,"2023/3/14  7:33:15.960",7,"HmpSng",""
"198",199,"Spectrogram 1",1,212872.374169201,213015.584852546,51.7,859.9,"2023/3/14  7:43:44.374",7,"HmpSng",""
"199",200,"Spectrogram 1",1,213209.867798032,213350.787110443,38.8,840.5,"2023/3/14  7:49:22.868",7,"HmpSng",""
"200",201,"Spectrogram 1",1,214017.449128713,214168.425013555,142.2,698.3,"2023/3/14  8:02:49.449",8,"HmpSng",""
"201",202,"Spectrogram 1",1,214362.962555811,214468.874812294,84.1,504.3,"2023/3/14  8:08:35.963",8,"HmpSng",""
"202",203,"Spectrogram 1",1,215149.794249705,215298.606061999,155.2,814.7,"2023/3/14  8:21:41.794",8,"HmpSng",""
"203",204,"Spectrogram 1",1,215896.959691773,215949.661223244,168.1,1131.5,"2023/3/14  8:34:09.960",8,"HmpSng",""
"204",205,"Spectrogram 1",1,216495.440619932,216571.310457508,90.5,614.2,"2023/3/14  8:44:07.441",8,"HmpSng",""
"205",206,"Spectrogram 1",1,217253.120983616,217355.214288543,129.3,918.1,"2023/3/14  8:56:45.121",8,"HmpSng",""
"206",207,"Spectrogram 1",1,217580.558040017,217718.931384724,64.7,633.6,"2023/3/14  9:02:12.558",9,"HmpSng",""
"207",208,"Spectrogram 1",1,218003.086990158,218052.096868458,51.7,1060.3,"2023/3/14  9:09:15.087",9,"HmpSng",""
"208",209,"Spectrogram 1",1,218860.263846711,218943.516990629,0,892.2,"2023/3/14  9:23:33.264",9,"HmpSng",""
"209",210,"Spectrogram 1",1,219252.623079562,219334.221344472,32.3,1286.6,"2023/3/14  9:30:06.623",9,"HmpSng",""
"210",211,"Spectrogram 1",1,221829.983765264,221932.458965347,0,1163.8,"2023/3/14  10:13:03.984",10,"HmpSng",""
"211",212,"Spectrogram 1",1,222436.357193305,222530.430699965,71.1,1183.2,"2023/3/14  10:23:09.357",10,"HmpSng",""
"212",213,"Spectrogram 1",1,223893.084209453,224022.673965582,97,711.2,"2023/3/14  10:47:26.084",10,"HmpSng",""
"213",214,"Spectrogram 1",1,227586.546042197,227644.594105846,206.9,872.8,"2023/3/14  11:49:00.546",11,"HmpSng",""
"214",215,"Spectrogram 1",1,228376.305598951,228472.161283003,12.9,963.4,"2023/3/14  12:02:09.306",12,"HmpSng",""
"215",216,"Spectrogram 1",1,228839.901083157,228943.521968706,0,995.7,"2023/3/14  12:09:53.901",12,"HmpSng",""
"216",217,"Spectrogram 1",1,229207.995835455,229284.884060113,0,1079.7,"2023/3/14  12:16:01.996",12,"HmpSng",""
"217",218,"Spectrogram 1",1,232716.863748645,232797.698223244,187.5,484.9,"2023/3/14  13:14:30.864",13,"HmpSng",""
"218",219,"Spectrogram 1",1,240184.495840346,240285.698056577,148.7,788.8,"2023/3/14  15:18:58.496",15,"HmpSng",""
"219",220,"Spectrogram 1",1,244210.231526462,244353.314911421,174.6,1829.7,"2023/3/14  16:26:03.232",16,"HmpSoc",""
"220",221,"Spectrogram 1",1,244521.501687942,244605.136727016,142.2,1196.1,"2023/3/14  16:31:14.502",16,"HmpSoc",""
