"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Begin.Date.Time","Begin.Hour","Species","Notes"
"25",25,"Spectrogram 1",1,51486.065626707,51530.302894362,162.162,692.875,"2023/3/12  11:18:03.0656",11,"HmpSng",NA
"26",26,"Spectrogram 1",1,54436.311448564,54501.141927024,103.194,847.666,"2023/3/12  12:07:14.3114",12,"HmpSng",NA
"27",27,"Spectrogram 1",1,59047.946923435,59116.209603696,206.388,914.005,"2023/3/12  13:24:05.9469",13,"HmpSng",NA
"28",28,"Spectrogram 1",1,62405.328300024,62444.099468515,162.162,884.521,"2023/3/12  14:20:02.3283",14,"HmpSng",NA
"29",29,"Spectrogram 1",1,71017.133372822,71057.938438677,176.904,515.971,"2023/3/12  16:43:34.1334",16,"HmpSng",NA
"30",30,"Spectrogram 1",1,71503.641680497,71557.794197799,176.904,796.069,"2023/3/12  16:51:40.6417",16,"HmpSng",NA
"31",31,"Spectrogram 1",1,73782.065321151,73824.522928613,132.678,552.826,"2023/3/12  17:29:38.0653",17,"HmpSng",NA
"32",32,"Spectrogram 1",1,75823.234842691,75912.599208098,169.533,825.553,"2023/3/12  18:03:40.2348",18,"HmpSng",NA
"33",33,"Spectrogram 1",1,85117.729539254,85165.017652954,235.872,493.857,"2023/3/12  20:38:34.7295",20,"Hmp",NA
"34",34,"Spectrogram 1",1,88673.84743697,88745.288081862,140.049,803.44,"2023/3/12  21:37:50.8474",21,"HmpSng",NA
"35",35,"Spectrogram 1",1,89031.277708216,89105.006487641,117.936,670.762,"2023/3/12  21:43:47.2777",21,"HmpSng",NA
"36",36,"Spectrogram 1",1,89430.964022187,89498.209753766,199.017,825.553,"2023/3/12  21:50:27.9640",21,"HmpSng",NA
"37",37,"Spectrogram 1",1,91695.404785134,91743.836966102,176.904,501.229,"2023/3/12  22:28:11.4048",22,"HmpSng",NA
"38",38,"Spectrogram 1",1,93154.04037806,93206.41323517,206.388,825.553,"2023/3/12  22:52:30.0404",22,"HmpSng",NA
"39",39,"Spectrogram 1",1,95486.870689854,95507.845256415,103.194,515.971,"2023/3/12  23:31:22.8707",23,"HmpSng",NA
"40",40,"Spectrogram 1",1,96289.497728578,96345.429906073,193.966,446.121,"2023/3/12  23:44:45.4977",23,"Hmp",NA
"41",41,"Spectrogram 1",1,96397.090474105,96431.285373529,129.31,846.983,"2023/3/12  23:46:33.0905",23,"HmpSng",NA
"42",42,"Spectrogram 1",1,97759.062603166,97808.765969986,155.172,478.448,"2023/3/13  0:09:14.0626",0,"Hmp",NA
"43",43,"Spectrogram 1",1,99797.688919668,99885.273624882,103.448,568.966,"2023/3/13  0:43:13.6889",0,"HmpSng",NA
"44",44,"Spectrogram 1",1,100325.765171375,100392.883784369,200.431,704.741,"2023/3/13  0:52:01.7652",0,"HmpSng",NA
"45",45,"Spectrogram 1",1,100932.96010552,100972.748222693,129.31,653.017,"2023/3/13  1:02:08.9601",1,"HmpSng",NA
"46",46,"Spectrogram 1",1,101787.578645598,101878.849789783,155.172,730.603,"2023/3/13  1:16:23.5786",1,"HmpSng",NA
"47",47,"Spectrogram 1",1,102616.519314795,102702.578596987,129.31,866.379,"2023/3/13  1:30:12.5193",1,"HmpSng",NA
"48",48,"Spectrogram 1",1,105641.510781427,105777.781904779,90.517,691.81,"2023/3/13  2:20:37.5108",2,"HmpSng",NA
"49",49,"Spectrogram 1",1,106444.519175906,106507.315757003,84.052,898.707,"2023/3/13  2:34:00.5192",2,"HmpSng",NA
"50",50,"Spectrogram 1",1,108065.535874588,108154.137528484,213.362,834.052,"2023/3/13  3:01:01.5359",3,"Hmp",NA
"51",51,"Spectrogram 1",1,108548.738849047,108581.408325447,213.362,737.069,"2023/3/13  3:09:04.7388",3,"HmpSng",NA
"52",52,"Spectrogram 1",1,108927.526875942,109033.670894597,116.379,859.914,"2023/3/13  3:15:22.5269",3,"HmpSng",NA
"53",53,"Spectrogram 1",1,110730.755679673,110803.467510417,161.638,950.431,"2023/3/13  3:45:26.7557",3,"HmpSng",NA
"54",54,"Spectrogram 1",1,111972.09468803,112075.18786064,64.655,937.5,"2023/3/13  4:06:07.0947",4,"HmpSng",NA
"55",55,"Spectrogram 1",1,115234.721712865,115349.255558145,142.241,543.103,"2023/3/13  5:00:29.7217",5,"HmpSng",NA
"56",56,"Spectrogram 1",1,116367.323408427,116488.340301554,342.672,717.672,"2023/3/13  5:19:22.3234",5,"HmpSng",NA
"57",57,"Spectrogram 1",1,117302.077662959,117430.086078272,96.983,808.19,"2023/3/13  5:34:57.0777",5,"HmpSng",NA
"58",58,"Spectrogram 1",1,118133.052312853,118241.230228872,90.517,782.328,"2023/3/13  5:48:48.0523",5,"HmpSng",NA
"59",59,"Spectrogram 1",1,120404.103158898,120494.611591573,142.241,853.448,"2023/3/13  6:26:39.1032",6,"HmpSng",NA
"60",60,"Spectrogram 1",1,122551.162461923,122605.442097811,84.052,982.759,"2023/3/13  7:02:25.1625",7,"HmpSng",NA
"61",61,"Spectrogram 1",1,126230.509941149,126323.687864113,135.776,549.569,"2023/3/13  8:03:45.5099",8,"HmpSng",NA
"62",62,"Spectrogram 1",1,129176.891283016,129232.187867585,181.034,756.466,"2023/3/13  8:52:51.8913",8,"HmpSng",NA
"63",63,"Spectrogram 1",1,130501.365846104,130577.382760064,135.776,1221.983,"2023/3/13  9:14:55.3658",9,"HmpSng",NA
"64",64,"Spectrogram 1",1,133571.23025665,133647.50140778,155.172,1474.138,"2023/3/13  10:06:05.2303",10,"HmpSng",NA
"65",65,"Spectrogram 1",1,137009.967527778,137069.9675,174.569,1920.259,"2023/3/13  11:03:24.9675",11,"HmpSng",NA
"66",66,"Spectrogram 1",1,140473.670714042,140623.797763183,122.845,2334.052,"2023/3/13  12:01:07.6707",12,"HmpSng",NA
"67",67,"Spectrogram 1",1,145641.526653719,145798.263869291,116.379,711.207,"2023/3/13  13:27:15.5267",13,"HmpSng",NA
"68",68,"Spectrogram 1",1,147763.162156368,147863.204482933,77.586,575.431,"2023/3/13  14:02:36.1622",14,"HmpSng",NA
"69",69,"Spectrogram 1",1,151216.517898129,151252.238220574,129.31,575.431,"2023/3/13  15:00:10.5179",15,"Hmp",NA
"70",70,"Spectrogram 1",1,153262.263605403,153336.500859169,174.569,549.569,"2023/3/13  15:34:15.2636",15,"Hmp",NA
"71",71,"Spectrogram 1",1,154152.348230756,154157.305855579,155.172,1047.414,"2023/3/13  15:49:05.3482",15,"HmpSoc",NA
"72",72,"Spectrogram 1",1,156176.229624706,156268.136361817,174.569,911.638,"2023/3/13  16:22:49.2296",16,"HmpSng",NA
"73",73,"Spectrogram 1",1,158489.229603872,158581.136340984,174.569,808.19,"2023/3/13  17:01:22.2296",17,"HmpSng",NA
"74",74,"Spectrogram 1",1,159091.212676024,159121.08554355,245.69,698.276,"2023/3/13  17:11:24.2127",17,"HmpSng",NA
"75",75,"Spectrogram 1",1,162173.153102166,162236.839513359,206.897,859.914,"2023/3/13  18:02:46.1531",18,"HmpSng",NA
"76",76,"Spectrogram 1",1,166219.339461276,166263.830966102,342.672,711.207,"2023/3/13  19:10:12.3395",19,"Hmp",NA
"77",77,"Spectrogram 1",1,167024.508705038,167063.915466455,200.431,859.914,"2023/3/13  19:23:37.5087",19,"HmpSng",NA
"78",78,"Spectrogram 1",1,169976.481264654,170065.718511476,187.5,737.069,"2023/3/13  20:12:49.4813",20,"Hmp",NA
"79",79,"Spectrogram 1",1,174358.743722693,174425.226742761,155.172,885.776,"2023/3/13  21:25:51.7437",21,"Hmp",NA
"80",80,"Spectrogram 1",1,177072.447047846,177125.455497881,148.707,788.793,"2023/3/13  22:11:04.4470",22,"HmpSng",NA
"81",81,"Spectrogram 1",1,178383.192637064,178475.989204273,129.31,614.224,"2023/3/13  22:32:55.1926",22,"HmpSng",NA
"82",82,"Spectrogram 1",1,183573.294162488,183642.446672846,174.569,1312.5,"2023/3/13  23:59:25.2942",23,"HmpSng",NA
"83",83,"Spectrogram 1",1,183880.006034899,183950.811086864,187.5,866.379,"2023/3/14  0:04:32.0060",0,"HmpSng",NA
"84",84,"Spectrogram 1",1,184691.531457921,184838.480542432,38.793,1428.879,"2023/3/14  0:18:03.5315",0,"HmpSng",NA
"85",85,"Spectrogram 1",1,191986.234678908,192016.74313936,181.034,420.259,"2023/3/14  2:19:38.2347",2,"Hmp",NA
"86",86,"Spectrogram 1",1,193439.912563677,193516.310833392,64.655,691.81,"2023/3/14  2:43:51.9126",2,"HmpSng",NA
"87",87,"Spectrogram 1",1,194590.564931674,194713.107247823,174.569,995.69,"2023/3/14  3:03:02.5649",3,"HmpSng",NA
"88",88,"Spectrogram 1",1,196393.66661682,196515.573340042,116.379,1086.207,"2023/3/14  3:33:05.6666",3,"HmpSng",NA
"89",89,"Spectrogram 1",1,196862.251370645,196978.564876118,168.103,1034.483,"2023/3/14  3:40:53.2514",3,"HmpSng",NA
"90",90,"Spectrogram 1",1,198298.386973988,198361.946266596,122.845,1021.552,"2023/3/14  4:04:50.3870",4,"HmpSng",NA
"91",91,"Spectrogram 1",1,202384.615770774,202480.208946857,168.103,756.466,"2023/3/14  5:12:57.6158",5,"HmpSng",NA
"92",92,"Spectrogram 1",1,204018.852968985,204074.403790725,226.293,1551.724,"2023/3/14  5:40:11.8530",5,"HmpSng",NA
"93",93,"Spectrogram 1",1,205318.666359875,205380.954466631,155.172,762.931,"2023/3/14  6:01:50.6664",6,"HmpSng",NA
"94",94,"Spectrogram 1",1,207228.849566208,207351.519000942,103.448,995.69,"2023/3/14  6:33:41.8496",6,"HmpSng",NA
"95",95,"Spectrogram 1",1,209015.425835275,209135.68001689,64.655,1500,"2023/3/14  7:03:27.4258",7,"HmpSng",NA
"96",96,"Spectrogram 1",1,212562.773300612,212693.196969044,109.914,1280.172,"2023/3/14  8:02:35.7733",8,"HmpSng",NA
"97",97,"Spectrogram 1",1,216040.281740231,216109.561369174,64.655,801.724,"2023/3/14  9:00:32.2817",9,"HmpSng",NA
"98",98,"Spectrogram 1",1,220001.425849164,220123.078335217,168.103,724.138,"2023/3/14  10:06:34.4258",10,"HmpSng",NA
"99",99,"Spectrogram 1",1,223645.637676436,223735.002041843,142.241,678.879,"2023/3/14  11:07:18.6377",11,"Hmp",NA
"100",100,"Spectrogram 1",1,227131.078390772,227248.663082097,90.517,627.155,"2023/3/14  12:05:24.0784",12,"HmpSng",NA
"101",101,"Spectrogram 1",1,227344.942606874,227436.7222254,109.914,834.052,"2023/3/14  12:08:58.9426",12,"HmpSng",NA
"102",102,"Spectrogram 1",1,232222.357853048,232261.001902954,96.983,627.155,"2023/3/14  13:30:15.3579",13,"Hmp",NA
"103",103,"Spectrogram 1",1,252298.917180379,252375.69680585,155.172,530.172,"2023/3/14  19:04:50.9172",19,"Hmp",NA
"104",104,"Spectrogram 1",1,256435.357818326,256463.832381415,161.638,510.776,"2023/3/14  20:13:47.3578",20,"HmpSng",NA
"105",105,"Spectrogram 1",1,272906.603688795,272967.112135358,90.517,730.603,"2023/3/15  0:48:17.6037",0,"Hmp",NA
"106",106,"Spectrogram 1",1,273149.374412841,273269.882831627,58.19,1066.81,"2023/3/15  0:52:20.3744",0,"HmpSng",NA
"107",107,"Spectrogram 1",1,273859.661852931,273950.170285605,135.776,575.431,"2023/3/15  1:04:11.6619",1,"HmpSng",NA
"108",108,"Spectrogram 1",1,274505.246433145,274606.559945563,174.569,1040.948,"2023/3/15  1:14:56.2464",1,"HmpSng",NA
"109",109,"Spectrogram 1",1,277187.805621587,277229.246280367,226.293,627.155,"2023/3/15  1:59:39.8056",1,"HmpSng",NA
"110",110,"Spectrogram 1",1,278840.347979402,278910.136082686,148.707,601.293,"2023/3/15  2:27:11.3480",2,"HmpSng",NA
"111",111,"Spectrogram 1",1,278156.881644127,278180.525700977,200.431,465.517,"2023/3/15  2:15:48.8816",2,"HmpSng",NA
"112",112,"Spectrogram 1",1,279672.212042726,279727.254390125,174.569,846.983,"2023/3/15  2:41:03.2120",2,"HmpSng",NA
"113",113,"Spectrogram 1",1,280272.79681044,280410.974712571,135.776,989.224,"2023/3/15  2:51:03.7968",2,"HmpSng",NA
"114",114,"Spectrogram 1",1,281417.729008769,281491.457788194,90.517,814.655,"2023/3/15  3:10:08.7290",3,"HmpSng",NA
"115",115,"Spectrogram 1",1,282472.101851989,282534.26284016,148.707,853.448,"2023/3/15  3:27:43.1019",3,"HmpSng",NA
"116",116,"Spectrogram 1",1,284479.076474105,284553.822202213,71.121,769.397,"2023/3/15  4:01:09.0765",4,"HmpSng",NA
"117",117,"Spectrogram 1",1,285953.474688265,286047.669559911,161.638,808.19,"2023/3/15  4:25:44.4747",4,"HmpSng",NA
"118",118,"Spectrogram 1",1,288209.65265984,288273.97466396,71.121,665.948,"2023/3/15  5:03:20.6527",5,"HmpSng",NA
"119",119,"Spectrogram 1",1,291622.330537665,291689.194913489,122.845,653.017,"2023/3/15  6:00:12.3305",6,"HmpSng",NA
"120",120,"Spectrogram 1",1,295420.025419727,295501.381314266,232.759,737.069,"2023/3/15  7:03:30.0254",7,"HmpSng",NA
"121",121,"Spectrogram 1",1,298546.075994939,298580.270894362,342.672,614.224,"2023/3/15  7:55:36.0760",7,"Hmp",NA
"122",122,"Spectrogram 1",1,300029.677669668,300117.897967808,129.31,601.293,"2023/3/15  8:20:19.6777",8,"HmpSng",NA
"123",123,"Spectrogram 1",1,302786.219874706,302861.474077154,155.172,808.19,"2023/3/15  9:06:16.2199",9,"HmpSng",NA
"124",124,"Spectrogram 1",1,309033.236781721,309088.78760346,135.776,659.483,"2023/3/15  10:50:23.2368",10,"HmpSng",NA
"125",125,"Spectrogram 1",1,308838.058747646,308889.668893244,96.983,672.414,"2023/3/15  10:47:07.0587",10,"HmpSng",NA
"126",126,"Spectrogram 1",1,316600.075536605,316646.98229455,168.103,607.759,"2023/3/15  12:56:29.0755",12,"Hmp",NA
"127",127,"Spectrogram 1",1,317539.024537782,317690.804128531,161.638,943.966,"2023/3/15  13:12:08.0245",13,"HmpSng",NA
"128",128,"Spectrogram 1",1,321414.821070268,321524.905765066,226.293,588.362,"2023/3/15  14:16:44.8211",14,"HmpSng",NA
"129",129,"Spectrogram 1",1,330609.617456921,330657.414044962,265.086,678.879,"2023/3/15  16:49:58.6175",16,"Hmp",NA
"130",130,"Spectrogram 1",1,331138.507342573,331211.092054732,206.897,530.172,"2023/3/15  16:58:47.5073",16,"HmpSng",NA
"131",131,"Spectrogram 1",1,337466.295390301,337503.032661429,103.448,575.431,"2023/3/15  18:44:14.2954",18,"Hmp",NA
"132",132,"Spectrogram 1",1,338423.422599164,338533.761531132,96.983,859.914,"2023/3/15  19:00:11.4226",19,"HmpSng",NA
"133",133,"Spectrogram 1",1,339554.88022746,339638.397137947,420.259,808.19,"2023/3/15  19:19:03.8802",19,"Hmp",NA
"134",134,"Spectrogram 1",1,351295.024260005,351336.846274541,284.483,775.862,"2023/3/15  22:34:43.0243",22,"Hmp",NA
"135",135,"Spectrogram 1",1,353051.727661547,353106.64289036,116.379,530.172,"2023/3/15  23:03:59.7277",23,"HmpSng",NA
"136",136,"Spectrogram 1",1,354467.142935499,354535.40561576,109.914,530.172,"2023/3/15  23:27:34.1429",23,"HmpSng",NA
"137",137,"Spectrogram 1",1,355320.363171139,355385.829242526,426.724,892.241,"2023/3/15  23:41:48.3632",23,"HmpSng",NA
"138",138,"Spectrogram 1",1,356110.532588512,356212.354575271,109.914,1144.397,"2023/3/15  23:54:58.5326",23,"HmpSng",NA
"139",139,"Spectrogram 1",1,356730.94785552,356793.617318032,109.914,1015.086,"2023/3/16  0:05:18.9479",0,"HmpSng",NA
"140",140,"Spectrogram 1",1,360034.507064795,360134.549391361,103.448,982.759,"2023/3/16  1:00:22.5071",1,"HmpSng",NA
"141",141,"Spectrogram 1",1,363591.007068267,363696.896849753,245.69,1008.621,"2023/3/16  1:59:38.0071",1,"HmpSng",NA
"142",142,"Spectrogram 1",1,363746.142664666,363809.701957274,206.897,1396.552,"2023/3/16  2:02:13.1427",2,"HmpSng",NA
"143",143,"Spectrogram 1",1,368095.354457215,368144.803586864,181.034,581.897,"2023/3/16  3:14:42.3545",3,"Hmp",NA
"144",144,"Spectrogram 1",1,372491.091735287,372543.973066737,90.517,568.966,"2023/3/16  4:27:58.0917",4,"HmpSng",NA
"145",145,"Spectrogram 1",1,375078.388347634,375149.44763677,71.121,562.5,"2023/3/16  5:11:07.3883",5,"HmpSng",NA
"146",146,"Spectrogram 1",1,378367.074765772,378402.922206803,200.431,549.569,"2023/3/16  6:05:56.0748",6,"Hmp",NA
"147",147,"Spectrogram 1",1,378985.837324506,379081.938974929,109.914,601.293,"2023/3/16  6:16:15.8373",6,"HmpSng",NA
"148",148,"Spectrogram 1",1,381723.057671257,381834.032196151,64.655,956.897,"2023/3/16  7:01:52.0577",7,"HmpSng",NA
"149",149,"Spectrogram 1",1,381893.447414548,382006.710073976,25.862,717.672,"2023/3/16  7:04:42.4474",7,"HmpSng",NA
"150",150,"Spectrogram 1",1,383093.549078861,383145.540580214,193.966,782.328,"2023/3/16  7:24:42.5491",7,"HmpSng",NA
"151",151,"Spectrogram 1",1,385613.218603872,385729.913465101,38.793,1053.879,"2023/3/16  8:06:42.2186",8,"HmpSng",NA
"152",152,"Spectrogram 1",1,387710.828610581,387831.972622293,122.845,633.621,"2023/3/16  8:41:39.8286",8,"HmpSng",NA
"153",153,"Spectrogram 1",1,389209.760795021,389298.362448917,77.586,601.293,"2023/3/16  9:06:38.7608",9,"HmpSng",NA
"154",154,"Spectrogram 1",1,392838.082799141,392866.8115994,135.776,795.259,"2023/3/16  10:07:06.0828",10,"Hmp",NA
"155",155,"Spectrogram 1",1,395119.226935852,395157.743867173,129.31,762.931,"2023/3/16  10:45:07.2269",10,"HmpSng",NA
"156",156,"Spectrogram 1",1,395611.328627943,395689.25232068,148.707,459.052,"2023/3/16  10:53:19.3286",10,"Hmp",NA
"157",157,"Spectrogram 1",1,397006.735361582,397075.760753355,90.517,989.224,"2023/3/16  11:16:35.7354",11,"HmpSng",NA
"158",158,"Spectrogram 1",1,397764.61665831,397851.947126354,239.224,698.276,"2023/3/16  11:29:12.6167",11,"HmpSng",NA
"159",159,"Spectrogram 1",1,400371.23529561,400426.658998764,103.448,646.552,"2023/3/16  12:12:39.2353",12,"Hmp",NA
"160",160,"Spectrogram 1",1,400880.243759534,400962.616602754,193.966,646.552,"2023/3/16  12:21:08.2438",12,"Hmp",NA
"161",161,"Spectrogram 1",1,401605.201426024,401687.955625,19.397,588.362,"2023/3/16  12:33:13.2014",12,"HmpSng",NA
"162",162,"Spectrogram 1",1,401837.37080173,401925.718218456,232.759,1247.845,"2023/3/16  12:37:05.3708",12,"HmpSng",NA
"163",163,"Spectrogram 1",1,408406.531852401,408511.27756662,84.052,484.914,"2023/3/16  14:26:34.5319",14,"HmpSng",NA
"164",164,"Spectrogram 1",1,409106.014879414,409225.887705273,103.448,601.293,"2023/3/16  14:38:13.0149",14,"Hmp",NA
"165",165,"Spectrogram 1",1,409713.7182879,409867.913131768,96.983,750,"2023/3/16  14:48:21.7183",14,"HmpSng",NA
"166",166,"Spectrogram 1",1,413653.900466455,413724.578399835,187.5,1170.259,"2023/3/16  15:54:01.9005",15,"Hmp",NA
"167",167,"Spectrogram 1",1,414019.849516243,414113.535913548,174.569,1092.672,"2023/3/16  16:00:07.8495",16,"HmpSng",NA
"168",168,"Spectrogram 1",1,415293.60376383,415396.061343515,206.897,549.569,"2023/3/16  16:21:21.6038",16,"HmpSng",NA
"169",169,"Spectrogram 1",1,418124.510424553,418161.501932851,226.293,653.017,"2023/3/16  17:08:31.5104",17,"Hmp",NA
"170",170,"Spectrogram 1",1,420321.832491172,420384.629072269,109.914,782.328,"2023/3/16  17:45:09.8325",17,"Hmp",NA
"171",171,"Spectrogram 1",1,422122.646041784,422200.442615937,0,769.397,"2023/3/16  18:15:10.6460",18,"HmpSng",NA
"172",172,"Spectrogram 1",1,423423.349429437,423483.984994586,206.897,730.603,"2023/3/16  18:36:50.3494",18,"HmpSng",NA
"173",173,"Spectrogram 1",1,423561.959609758,423614.078229696,109.914,879.31,"2023/3/16  18:39:09.9596",18,"HmpSng",NA
"174",174,"Spectrogram 1",1,424981.823950859,425101.315420963,58.19,969.828,"2023/3/16  19:02:49.8240",19,"HmpSng",NA
