"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Begin.Date.Time","Begin.Hour","Species","Notes"
"39",39,"Spectrogram 1",1,86559.82481635,86688.124651355,111.111,1061.728,"2023/3/12  19:02:36.8248",19,"HmpSng",""
"40",40,"Spectrogram 1",1,90668.556213041,90734.511831925,98.765,728.395,"2023/3/12  20:11:04.5562",20,"Hmp",""
"41",41,"Spectrogram 1",1,92263.465884196,92358.692872844,135.802,740.741,"2023/3/12  20:37:39.4659",20,"HmpSng",""
"42",42,"Spectrogram 1",1,93673.756852957,93798.255211369,98.765,753.086,"2023/3/12  21:01:09.7569",21,"HmpSng",""
"43",43,"Spectrogram 1",1,99048.266094069,99060.810966825,0,1296.296,"2023/3/12  22:30:43.2661",22,"HmpSoc",""
"44",44,"Spectrogram 1",1,100239.858047782,100284.335323918,98.765,1222.222,"2023/3/12  22:50:35.8580",22,"HmpSng",""
"45",45,"Spectrogram 1",1,101228.584294791,101272.491349437,135.802,777.778,"2023/3/12  23:07:04.5843",23,"HmpSng",""
"46",46,"Spectrogram 1",1,101208.626542679,101232.385771383,98.765,2197.531,"2023/3/12  23:06:44.6265",23,"HmpSoc","feeding?"
"47",47,"Spectrogram 1",1,101588.375021911,101666.685439722,148.148,2592.593,"2023/3/12  23:13:03.3750",23,"HmpSng",""
"48",48,"Spectrogram 1",1,102075.325224393,102120.752869676,469.136,2666.667,"2023/3/12  23:21:10.3252",23,"HmpSng","humpback speghetti"
"49",49,"Spectrogram 1",1,104418.973108589,104513.439801918,98.765,2666.667,"2023/3/13  0:00:14.9731",0,"HmpSng",""
"50",50,"Spectrogram 1",1,105637.042338437,105647.876546727,0,802.469,"2023/3/13  0:20:32.0423",0,"HmpSoc",""
"51",51,"Spectrogram 1",1,106772.942660067,106829.20451364,135.802,691.358,"2023/3/13  0:39:28.9427",0,"HmpSng",""
"52",52,"Spectrogram 1",1,108300.889329373,108370.83649868,98.765,1123.457,"2023/3/13  1:04:56.8893",1,"HmpSng",""
"53",53,"Spectrogram 1",1,111883.515314678,111958.024255896,98.765,580.247,"2023/3/13  2:04:38.5153",2,"HmpSng",""
"54",54,"Spectrogram 1",1,112298.997757216,112370.27544333,86.42,864.198,"2023/3/13  2:11:34.9978",2,"HmpSng",""
"55",55,"Spectrogram 1",1,113635.292992432,113692.695288983,111.111,1148.148,"2023/3/13  2:33:50.2930",2,"HmpSng",""
"56",56,"Spectrogram 1",1,115036.84056503,115120.6631239,111.111,901.235,"2023/3/13  2:57:11.8406",2,"HmpSng",""
"57",57,"Spectrogram 1",1,115718.483466209,115776.836131908,111.111,950.617,"2023/3/13  3:08:33.4835",3,"HmpSng",""
"58",58,"Spectrogram 1",1,116167.41881943,116251.2413783,74.074,938.272,"2023/3/13  3:16:02.4188",3,"HmpSng",""
"59",59,"Spectrogram 1",1,119411.409286519,119456.646857973,123.457,913.58,"2023/3/13  4:10:06.4093",4,"HmpSng",""
"60",60,"Spectrogram 1",1,120403.366371964,120507.716904435,172.84,1148.148,"2023/3/13  4:26:38.3664",4,"HmpSng",""
"61",61,"Spectrogram 1",1,120925.860130588,121031.351106037,98.765,1148.148,"2023/3/13  4:35:20.8601",4,"HmpSng",""
"62",62,"Spectrogram 1",1,122412.18079787,122479.847081221,135.802,814.815,"2023/3/13  5:00:06.1808",5,"HmpSng",""
"63",63,"Spectrogram 1",1,123510.066353573,123626.391537311,98.765,802.469,"2023/3/13  5:18:24.0664",5,"HmpSng",""
"64",64,"Spectrogram 1",1,126291.245911211,126351.879462865,74.074,851.852,"2023/3/13  6:04:45.2459",6,"HmpSng",""
"65",65,"Spectrogram 1",1,126896.479132876,126974.979624516,123.457,901.235,"2023/3/13  6:14:50.4791",6,"HmpSng",""
"66",66,"Spectrogram 1",1,128363.031955209,128474.225145547,148.148,913.58,"2023/3/13  6:39:17.0320",6,"HmpSng",""
"67",67,"Spectrogram 1",1,129641.544746216,129770.224728881,24.691,790.123,"2023/3/13  7:00:35.5447",7,"HmpSng",""
"68",68,"Spectrogram 1",1,133229.112567758,133340.685905755,86.42,1086.42,"2023/3/13  8:00:23.1126",8,"HmpSng","humpback speghetti"
"69",69,"Spectrogram 1",1,137115.400653291,137172.612876012,160.494,518.519,"2023/3/13  9:05:09.4007",9,"Hmp",""
"70",70,"Spectrogram 1",1,140706.960108589,140750.677089405,148.148,753.086,"2023/3/13  10:05:00.9601",10,"Hmp",""
"71",71,"Spectrogram 1",1,141994.216212425,142048.007106213,86.42,938.272,"2023/3/13  10:26:27.2162",10,"HmpSng",""
"72",72,"Spectrogram 1",1,143400.135233105,143524.633591517,123.457,1777.778,"2023/3/13  10:49:53.1352",10,"HmpSng",""
"73",73,"Spectrogram 1",1,145845.720370468,145980.482715681,185.185,1283.951,"2023/3/13  11:30:39.7204",11,"HmpSng",""
"74",74,"Spectrogram 1",1,147849.402802974,147891.599193154,148.148,839.506,"2023/3/13  12:04:02.4028",12,"Hmp",""
"75",75,"Spectrogram 1",1,148133.107067758,148238.027821718,61.728,888.889,"2023/3/13  12:08:46.1071",12,"HmpSng",""
"76",76,"Spectrogram 1",1,148917.44693409,149039.664406547,160.494,1691.358,"2023/3/13  12:21:50.4469",12,"HmpSng",""
"77",77,"Spectrogram 1",1,151216.618208817,151320.778667459,86.42,950.617,"2023/3/13  13:00:09.6182",13,"HmpSng",""
"78",78,"Spectrogram 1",1,154816.160681626,154890.669622844,86.42,1074.074,"2023/3/13  14:00:09.1607",14,"HmpSng",""
"79",79,"Spectrogram 1",1,158495.591426698,158612.866979585,86.42,925.926,"2023/3/13  15:01:28.5914",15,"HmpSng",""
"80",80,"Spectrogram 1",1,161132.240108816,161139.485868173,69.328,661.765,"2023/3/13  15:45:25.2401",15,"HmpSoc",""
"81",81,"Spectrogram 1",1,162026.189047493,162183.180500235,170.168,775.21,"2023/3/13  16:00:19.1890",16,"HmpSng",""
"82",82,"Spectrogram 1",1,162850.680399541,162953.646453566,50.42,686.975,"2023/3/13  16:14:03.6804",16,"HmpSng",""
"83",83,"Spectrogram 1",1,165101.009499529,165159.484048729,163.866,1298.319,"2023/3/13  16:51:33.0095",16,"HmpSng",""
"84",84,"Spectrogram 1",1,166101.229575447,166206.610882592,138.655,712.185,"2023/3/13  17:08:13.2296",17,"HmpSng",""
"85",85,"Spectrogram 1",1,168018.407553967,168069.509225224,81.933,1310.924,"2023/3/13  17:40:11.4076",17,"HmpSng",""
"86",86,"Spectrogram 1",1,169216.220500412,169308.76283045,75.63,989.496,"2023/3/13  18:00:08.2205",18,"HmpSng",""
"87",87,"Spectrogram 1",1,169664.465447269,169676.66883145,44.118,434.874,"2023/3/13  18:07:36.4654",18,"HmpSoc",""
"88",88,"Spectrogram 1",1,172869.88919209,172917.685780132,94.538,718.487,"2023/3/13  19:01:02.8892",19,"HmpSng",""
"89",89,"Spectrogram 1",1,173708.745110935,173796.83829049,56.723,894.958,"2023/3/13  19:15:01.7451",19,"HmpSng",""
"90",90,"Spectrogram 1",1,177131.083917903,177197.948293726,207.983,1134.454,"2023/3/13  20:12:03.0839",20,"HmpSng",""
"91",91,"Spectrogram 1",1,180585.329406427,180602.744652601,239.496,680.672,"2023/3/13  21:09:37.3294",21,"HmpSng",""
"92",92,"Spectrogram 1",1,180980.312332745,181082.261438089,132.353,630.252,"2023/3/13  21:16:12.3123",21,"HmpSng",""
"93",93,"Spectrogram 1",1,181562.540851754,181618.345910664,88.235,876.05,"2023/3/13  21:25:54.5409",21,"HmpSng",""
"94",94,"Spectrogram 1",1,184151.870611464,184212.124820857,214.286,724.79,"2023/3/13  22:09:03.8706",22,"HmpSng",""
"95",95,"Spectrogram 1",1,184951.446554143,185003.819411252,100.84,768.908,"2023/3/13  22:22:23.4466",22,"HmpSng",""
"96",96,"Spectrogram 1",1,185689.496934911,185730.937593691,138.655,781.513,"2023/3/13  22:34:41.4969",22,"HmpSng",""
"97",97,"Spectrogram 1",1,186367.750991525,186422.030627413,132.353,731.092,"2023/3/13  22:45:59.7510",22,"HmpSng",""
"98",98,"Spectrogram 1",1,190669.114023599,190699.368246881,132.353,397.059,"2023/3/13  23:57:41.1140",23,"Hmp",""
"99",99,"Spectrogram 1",1,191066.385167785,191104.012269009,132.353,995.798,"2023/3/14  0:04:18.3852",0,"HmpSng",""
"100",100,"Spectrogram 1",1,191393.054481344,191439.961239289,170.168,737.395,"2023/3/14  0:09:45.0545",0,"HmpSng",""
"101",101,"Spectrogram 1",1,192515.740343927,192581.206415313,132.353,939.076,"2023/3/14  0:28:28.7403",0,"HmpSng",""
"102",102,"Spectrogram 1",1,197225.179183263,197267.001197799,207.983,548.319,"2023/3/14  1:46:57.1792",1,"Hmp",""
"103",103,"Spectrogram 1",1,197667.068867526,197716.009522834,239.496,560.924,"2023/3/14  1:54:19.0689",1,"Hmp",""
"104",104,"Spectrogram 1",1,199121.636165725,199242.907296022,151.261,768.908,"2023/3/14  2:18:33.6362",2,"HmpSng",""
"105",105,"Spectrogram 1",1,200178.169524894,200221.644081038,151.261,724.79,"2023/3/14  2:36:10.1695",2,"HmpSng",""
"106",106,"Spectrogram 1",1,200764.135238642,200884.389420257,126.05,1058.824,"2023/3/14  2:45:56.1352",2,"HmpSng",""
"107",107,"Spectrogram 1",1,201213.652038018,201239.329992232,88.235,1443.277,"2023/3/14  2:53:25.6520",2,"HmpSng",""
"108",108,"Spectrogram 1",1,201655.744453684,201702.142737288,69.328,1720.588,"2023/3/14  3:00:47.7445",3,"HmpSng",""
"109",109,"Spectrogram 1",1,205207.666854755,205227.370235464,132.353,485.294,"2023/3/14  3:59:59.6669",3,"Hmp",""
"110",110,"Spectrogram 1",1,206300.861372234,206351.45456915,107.143,560.924,"2023/3/14  4:18:12.8614",4,"HmpSng",""
"111",111,"Spectrogram 1",1,206767.157908192,206831.734149482,113.445,750,"2023/3/14  4:25:59.1579",4,"HmpSng",""
"112",112,"Spectrogram 1",1,207217.055979991,207268.666125589,132.353,750,"2023/3/14  4:33:28.0560",4,"HmpSng",""
"113",113,"Spectrogram 1",1,207912.343760358,207941.326797787,138.655,800.42,"2023/3/14  4:45:04.3438",4,"HmpSng",""
"114",114,"Spectrogram 1",1,208367.326742232,208411.945365643,144.958,888.655,"2023/3/14  4:52:39.3267",4,"HmpSng",""
"115",115,"Spectrogram 1",1,209203.512920786,209281.309494939,138.655,913.866,"2023/3/14  5:06:35.5129",5,"HmpSng",""
"116",116,"Spectrogram 1",1,212569.155755414,212650.893005709,56.723,951.681,"2023/3/14  6:02:40.1558",6,"HmpSng",""
"117",117,"Spectrogram 1",1,214575.824467926,214615.739703684,126.05,1147.059,"2023/3/14  6:36:07.8245",6,"HmpSng",""
"118",118,"Spectrogram 1",1,216200.146083157,216360.747778719,44.118,1613.445,"2023/3/14  7:03:11.1461",7,"HmpSng",""
"119",119,"Spectrogram 1",1,219699.822829037,219776.602454508,75.63,1021.008,"2023/3/14  8:01:31.8228",8,"HmpSng",""
"120",120,"Spectrogram 1",1,223238.016422905,223343.143492879,56.723,750,"2023/3/14  9:00:29.0164",9,"HmpSng",""
"121",121,"Spectrogram 1",1,226999.862697269,227085.032149364,144.958,970.588,"2023/3/14  10:03:10.8627",10,"HmpSng",""
"122",122,"Spectrogram 1",1,230590.937789254,230621.827605461,81.933,586.134,"2023/3/14  11:03:01.9378",11,"Hmp",""
"123",123,"Spectrogram 1",1,231235.632372705,231264.488291549,88.235,592.437,"2023/3/14  11:13:46.6324",11,"HmpSng",""
"124",124,"Spectrogram 1",1,233779.580630826,233827.504337453,69.328,838.235,"2023/3/14  11:56:10.5806",11,"HmpSng",""
"125",125,"Spectrogram 1",1,234425.800803967,234488.088910723,81.933,750,"2023/3/14  12:06:56.8008",12,"HmpSng",""
"126",126,"Spectrogram 1",1,235280.291975459,235341.563133533,88.235,806.723,"2023/3/14  12:21:10.2920",12,"HmpSng",""
"127",127,"Spectrogram 1",1,236089.401562029,236143.681197917,44.118,888.655,"2023/3/14  12:34:39.4016",12,"HmpSng",""
"128",128,"Spectrogram 1",1,238475.672685381,238552.960785193,81.933,724.79,"2023/3/14  13:14:26.6727",13,"HmpSng",""
"129",129,"Spectrogram 1",1,241335.053492526,241368.231443267,94.538,485.294,"2023/3/14  14:02:05.0535",14,"Hmp",""
"130",130,"Spectrogram 1",1,245939.874986229,246027.459691443,63.025,605.042,"2023/3/14  15:18:49.8750",15,"HmpSng",""
"131",131,"Spectrogram 1",1,248917.654035311,248937.357416019,107.143,623.95,"2023/3/14  16:08:27.6540",16,"Hmp",""
"132",132,"Spectrogram 1",1,251067.127758121,251102.085369056,176.471,838.235,"2023/3/14  16:44:17.1278",16,"Hmp",""
"133",133,"Spectrogram 1",1,251210.949800435,251243.746395421,75.63,611.345,"2023/3/14  16:46:40.9498",16,"HmpSng",""
"134",134,"Spectrogram 1",1,252214.856315325,252246.254605873,132.353,2325.63,"2023/3/14  17:03:24.8563",17,"HmpSng",""
"135",135,"Spectrogram 1",1,252405.254432262,252482.542532074,75.63,2489.496,"2023/3/14  17:06:35.2544",17,"HmpSng",""
"136",136,"Spectrogram 1",1,260175.913535016,260230.701645245,88.235,586.134,"2023/3/14  19:16:05.9135",19,"HmpSng",""
"137",137,"Spectrogram 1",1,262852.828416608,262898.20975153,126.05,989.496,"2023/3/14  20:00:42.8284",20,"HmpSng",""
"138",138,"Spectrogram 1",1,263633.082334334,263675.285704626,245.798,781.513,"2023/3/14  20:13:42.0823",20,"HmpSng",""
"139",139,"Spectrogram 1",1,267368.360657721,267399.75894827,296.218,787.815,"2023/3/14  21:15:57.3607",21,"HmpSng",""
"140",140,"Spectrogram 1",1,268047.250307262,268081.826562441,239.496,592.437,"2023/3/14  21:27:16.2503",21,"HmpSng",""
"141",141,"Spectrogram 1",1,268636.012713218,268685.588961452,195.378,825.63,"2023/3/14  21:37:05.0127",21,"HmpSng",""
"142",142,"Spectrogram 1",1,271520.740291255,271560.528408427,214.286,409.664,"2023/3/14  22:25:09.7403",22,"HmpSng",""
"143",143,"Spectrogram 1",1,272824.621060205,272960.765064972,157.563,510.504,"2023/3/14  22:46:53.6211",22,"HmpSng",""
"144",144,"Spectrogram 1",1,276053.179304202,276072.882684911,88.235,441.176,"2023/3/14  23:40:41.1793",23,"HmpSng",""
"145",145,"Spectrogram 1",1,276731.306242232,276819.399421787,88.235,409.664,"2023/3/14  23:52:00.3062",23,"HmpSng",""
"146",146,"Spectrogram 1",1,277385.280482403,277410.322843691,113.445,447.479,"2023/3/15  0:02:54.2805",0,"HmpSng",""
"147",147,"Spectrogram 1",1,280291.491351342,280340.559125235,126.05,516.807,"2023/3/15  0:51:20.4914",0,"Hmp",""
"148",148,"Spectrogram 1",1,281236.160522187,281250.016447976,69.328,308.824,"2023/3/15  1:07:04.1605",1,"Hmp",""
"149",149,"Spectrogram 1",1,282125.228032192,282206.711045315,245.798,661.765,"2023/3/15  1:21:53.2280",1,"HmpSng",""
"150",150,"Spectrogram 1",1,284312.889086335,284362.71957174,163.866,384.454,"2023/3/15  1:58:21.8891",1,"Hmp",""
"151",151,"Spectrogram 1",1,285138.143316561,285163.94838936,182.773,510.504,"2023/3/15  2:12:06.1433",2,"Hmp",""
"152",152,"Spectrogram 1",1,285866.100739995,285908.431228872,100.84,623.95,"2023/3/15  2:24:14.1007",2,"HmpSng",""
"153",153,"Spectrogram 1",1,286939.592293432,286993.87192932,107.143,831.933,"2023/3/15  2:42:07.5923",2,"HmpSng",""
"154",154,"Spectrogram 1",1,287565.346374353,287645.558201624,157.563,1071.429,"2023/3/15  2:52:33.3464",2,"HmpSng",""
"155",155,"Spectrogram 1",1,288044.354602166,288162.193530661,113.445,1046.218,"2023/3/15  3:00:32.3546",3,"HmpSng",""
"156",156,"Spectrogram 1",1,288568.362642479,288667.260901777,69.328,1039.916,"2023/3/15  3:09:16.3626",3,"HmpSng",""
"157",157,"Spectrogram 1",1,291119.048185617,291196.082048258,94.538,907.563,"2023/3/15  3:51:47.0482",3,"HmpSng",""
"158",158,"Spectrogram 1",1,291626.149620763,291683.734339866,56.723,888.655,"2023/3/15  4:00:14.1496",4,"HmpSng",""
"159",159,"Spectrogram 1",1,293226.699893891,293261.403267655,107.143,712.185,"2023/3/15  4:26:54.6999",4,"HmpSng",""
"160",160,"Spectrogram 1",1,295014.419396893,295101.622746351,138.655,857.143,"2023/3/15  4:56:42.4194",4,"HmpSng",""
"161",161,"Spectrogram 1",1,295394.732680144,295434.902153072,144.958,586.134,"2023/3/15  5:03:02.7327",5,"HmpSng",""
"162",162,"Spectrogram 1",1,297618.62144774,297699.723105108,195.378,794.118,"2023/3/15  5:40:06.6214",5,"HmpSng",""
"163",163,"Spectrogram 1",1,298268.527643185,298352.807265184,138.655,737.395,"2023/3/15  5:50:56.5276",5,"HmpSng",""
"164",164,"Spectrogram 1",1,298945.6377992,299051.908936441,88.235,1172.269,"2023/3/15  6:02:13.6378",6,"HmpSng",""
"165",165,"Spectrogram 1",1,300379.357899423,300478.637514477,182.773,838.235,"2023/3/15  6:26:07.3579",6,"HmpSng",""
"166",166,"Spectrogram 1",1,302624.730791255,302747.273107403,107.143,857.143,"2023/3/15  7:03:32.7308",7,"HmpSng",""
"167",167,"Spectrogram 1",1,306252.671272952,306336.315302024,75.63,680.672,"2023/3/15  8:04:00.6713",8,"HmpSng",""
"168",168,"Spectrogram 1",1,309102.82384581,309196.256005944,113.445,693.277,"2023/3/15  8:51:30.8238",8,"HmpSng",""
"169",169,"Spectrogram 1",1,309917.781470633,309969.772971987,189.076,939.076,"2023/3/15  9:05:05.7815",9,"HmpSng",""
"170",170,"Spectrogram 1",1,313663.230447505,313703.527039018,56.723,567.227,"2023/3/15  10:07:30.2304",10,"HmpSng",""
"171",171,"Spectrogram 1",1,313986.976293668,314043.798301259,88.235,579.832,"2023/3/15  10:12:54.9763",10,"HmpSng",""
"172",172,"Spectrogram 1",1,315155.679500765,315216.315065913,75.63,655.462,"2023/3/15  10:32:22.6795",10,"HmpSng",""
"173",173,"Spectrogram 1",1,316387.86580432,316449.645436735,100.84,623.95,"2023/3/15  10:52:54.8658",10,"HmpSng",""
"174",174,"Spectrogram 1",1,317207.653852048,317344.306331156,132.353,705.882,"2023/3/15  11:06:34.6539",11,"HmpSng",""
"175",175,"Spectrogram 1",1,317920.483913842,317984.678799376,189.076,693.277,"2023/3/15  11:18:27.4839",11,"HmpSng",""
"176",176,"Spectrogram 1",1,320597.577169786,320619.695803613,201.681,617.647,"2023/3/15  12:03:04.5772",12,"HmpSng",""
"177",177,"Spectrogram 1",1,321266.551486347,321297.059946798,56.723,472.689,"2023/3/15  12:14:13.5515",12,"HmpSng",""
"178",178,"Spectrogram 1",1,321898.407426024,321990.441281721,163.866,510.504,"2023/3/15  12:24:45.4074",12,"HmpSng",""
"179",179,"Spectrogram 1",1,323350.559721104,323404.585119821,176.471,516.807,"2023/3/15  12:48:57.5597",12,"HmpSng",""
"180",180,"Spectrogram 1",1,325296.034221693,325411.635854755,12.605,756.303,"2023/3/15  13:21:22.0342",13,"HmpSng",""
"181",181,"Spectrogram 1",1,326108.373195327,326166.212151601,113.445,535.714,"2023/3/15  13:34:54.3732",13,"HmpSng",""
"182",182,"Spectrogram 1",1,327339.237223929,327392.245673964,107.143,731.092,"2023/3/15  13:55:25.2372",13,"HmpSng",""
"183",183,"Spectrogram 1",1,329062.762674729,329110.177907015,18.908,598.739,"2023/3/15  14:24:09.7627",14,"HmpSng",""
"184",184,"Spectrogram 1",1,330283.203312677,330327.694817502,283.613,636.555,"2023/3/15  14:44:29.2033",14,"HmpSng",""
"185",185,"Spectrogram 1",1,331026.338853519,331071.974425612,88.235,504.202,"2023/3/15  14:56:52.3389",14,"HmpSng",""
"186",186,"Spectrogram 1",1,332909.702955038,332942.626668609,207.983,453.782,"2023/3/15  15:28:15.7030",15,"Hmp",""
"187",187,"Spectrogram 1",1,334562.880655779,334692.79584987,138.655,686.975,"2023/3/15  15:55:49.8807",15,"Hmp",""
"188",188,"Spectrogram 1",1,337794.993886829,337816.476927731,258.403,630.252,"2023/3/15  16:49:41.9939",16,"Hmp",""
"189",189,"Spectrogram 1",1,343277.315932615,343368.841313971,207.983,415.966,"2023/3/15  18:21:03.3159",18,"Hmp",""
"190",190,"Spectrogram 1",1,343656.485231933,343775.468227695,201.681,573.529,"2023/3/15  18:27:22.4852",18,"HmpSng",""
"191",191,"Spectrogram 1",1,345565.908976754,345612.434378943,207.983,1014.706,"2023/3/15  18:59:11.9090",18,"HmpSng",""
"192",192,"Spectrogram 1",1,346035.637464513,346102.247603166,195.378,579.832,"2023/3/15  19:07:01.6375",19,"HmpSng",""
"193",193,"Spectrogram 1",1,357702.434073387,357739.934056026,75.63,384.454,"2023/3/15  22:21:27.4341",22,"Hmp",""
"194",194,"Spectrogram 1",1,358632.815373588,358674.383150953,170.168,573.529,"2023/3/15  22:36:57.8154",22,"Hmp",""
"195",195,"Spectrogram 1",1,358943.213768303,359048.518712629,107.143,535.714,"2023/3/15  22:42:08.2138",22,"HmpSng",""
"196",196,"Spectrogram 1",1,359084.11191649,359093.518691796,113.445,334.034,"2023/3/15  22:44:29.1119",22,"HmpSoc",""
"197",197,"Spectrogram 1",1,359479.85755432,359520.662620174,189.076,762.605,"2023/3/15  22:51:04.8576",22,"HmpSng",""
"198",198,"Spectrogram 1",1,359808.306621469,359946.99299794,151.261,926.471,"2023/3/15  22:56:33.3066",22,"HmpSng",""
"199",199,"Spectrogram 1",1,360465.84026536,360568.17072646,195.378,712.185,"2023/3/15  23:07:30.8403",23,"HmpSng",""
"200",200,"Spectrogram 1",1,361098.331631297,361135.958732521,201.681,869.748,"2023/3/15  23:18:03.3316",23,"HmpSng",""
"201",201,"Spectrogram 1",1,371718.583493468,371732.312300671,239.496,415.966,"2023/3/16  2:15:03.5835",2,"Hmp",""
"202",202,"Spectrogram 1",1,372772.880140537,372893.769915078,69.328,579.832,"2023/3/16  2:32:37.8801",2,"HmpSng",""
"203",203,"Spectrogram 1",1,373820.769852578,373895.515580685,138.655,1449.58,"2023/3/16  2:50:05.7699",2,"HmpSng",""
"204",204,"Spectrogram 1",1,374435.083260829,374554.447612347,201.681,762.605,"2023/3/16  3:00:19.0833",3,"HmpSng",""
"205",205,"Spectrogram 1",1,375563.362757827,375629.972896481,63.025,630.252,"2023/3/16  3:19:07.3628",3,"HmpSng",""
