"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Begin.Date.Time","Begin.Hour","Species","Notes"
"54",54,"Spectrogram 1",1,133571.23025665,133647.50140778,155.172,1474.138,"2023/3/13  10:36:05.2303",10,"HmpSng",NA
"55",55,"Spectrogram 1",1,137009.967527778,137069.9675,174.569,1920.259,"2023/3/13  11:33:23.9675",11,"HmpSng",NA
"56",56,"Spectrogram 1",1,140473.670714042,140623.797763183,122.845,2334.052,"2023/3/13  12:31:07.6707",12,"HmpSng",NA
"57",57,"Spectrogram 1",1,145641.526653719,145798.263869291,116.379,711.207,"2023/3/13  13:57:15.5267",13,"HmpSng",NA
"58",58,"Spectrogram 1",1,147763.162156368,147863.204482933,77.586,575.431,"2023/3/13  14:32:36.1622",14,"HmpSng",NA
"59",59,"Spectrogram 1",1,153280.950013477,153302.814410134,174.569,549.569,"2023/3/13  16:04:34.9500",16,"Hmp",NA
"60",60,"Spectrogram 1",1,154107.15757221,154157.305855579,155.172,670.762,"2023/3/13  16:18:20.1576",16,"HmpSoc",NA
"61",61,"Spectrogram 1",1,156124.277872617,156163.827625971,113.083,1139.988,"2023/3/13  16:51:57.2779",16,"HmpSng",NA
"62",62,"Spectrogram 1",1,158314.009180026,158401.136166667,183.55,817.171,"2023/3/13  17:28:27.0092",17,"HmpSng",NA
"63",63,"Spectrogram 1",1,159024.729671169,159060.259315737,136.128,1224.561,"2023/3/13  17:40:17.7297",17,"HmpSng",NA
"64",64,"Spectrogram 1",1,161852.013087571,161942.39440166,90.752,1213.804,"2023/3/13  18:27:24.0131",18,"HmpSng",NA
"65",65,"Spectrogram 1",1,166287.093661841,166331.585166667,326.211,694.746,"2023/3/13  19:41:19.0937",19,"Hmp",NA
"66",66,"Spectrogram 1",1,167024.508705038,167063.915466455,200.431,859.914,"2023/3/13  19:53:37.5087",19,"HmpSng",NA
"67",67,"Spectrogram 1",1,168184.563585275,168255.241518656,136.128,964.237,"2023/3/13  20:12:57.5636",20,"HmpSng",NA
"68",68,"Spectrogram 1",1,174166.552867644,174229.349448741,136.128,646.606,"2023/3/13  21:52:38.5529",21,"Hmp",NA
"69",69,"Spectrogram 1",1,175945.882420551,175983.63664036,113.44,635.262,"2023/3/13  22:22:18.8824",22,"Hmp",NA
"70",70,"Spectrogram 1",1,177154.088987406,177187.711834392,159.433,793.459,"2023/3/13  22:42:26.0890",22,"HmpSng",NA
"71",71,"Spectrogram 1",1,183573.294162488,183642.446672846,174.569,1312.5,"2023/3/14  0:29:25.2942",0,"HmpSng",NA
"72",72,"Spectrogram 1",1,183880.006034899,183950.811086864,187.5,866.379,"2023/3/14  0:34:31.0060",0,"HmpSng",NA
"73",73,"Spectrogram 1",1,191986.234678908,192016.74313936,181.034,420.259,"2023/3/14  2:49:37.2347",2,"Hmp",NA
"74",74,"Spectrogram 1",1,193439.912563677,193516.310833392,64.655,691.81,"2023/3/14  3:13:51.9126",3,"HmpSng",NA
"75",75,"Spectrogram 1",1,194590.564931674,194713.107247823,174.569,995.69,"2023/3/14  3:33:02.5649",3,"HmpSng",NA
"76",76,"Spectrogram 1",1,196393.66661682,196515.573340042,116.379,1086.207,"2023/3/14  4:03:05.6666",4,"HmpSng",NA
"77",77,"Spectrogram 1",1,196862.251370645,196978.564876118,168.103,1034.483,"2023/3/14  4:10:53.2514",4,"HmpSng",NA
"78",78,"Spectrogram 1",1,198298.386973988,198361.946266596,122.845,1021.552,"2023/3/14  4:34:49.3870",4,"HmpSng",NA
"79",79,"Spectrogram 1",1,202384.615770774,202480.208946857,168.103,756.466,"2023/3/14  5:42:55.6158",5,"HmpSng",NA
"80",80,"Spectrogram 1",1,204064.615654808,204120.166476548,108.674,623.918,"2023/3/14  6:10:55.6157",6,"HmpSng",NA
"81",81,"Spectrogram 1",1,205318.666359875,205380.954466631,155.172,762.931,"2023/3/14  6:31:49.6664",6,"HmpSng",NA
"82",82,"Spectrogram 1",1,207228.849566208,207351.519000942,103.448,1293.211,"2023/3/14  7:03:41.8496",7,"HmpSng",NA
"83",83,"Spectrogram 1",1,209015.425835275,209135.68001689,64.655,1500,"2023/3/14  7:33:27.4258",7,"HmpSng",NA
"84",84,"Spectrogram 1",1,212562.773300612,212693.196969044,109.914,1280.172,"2023/3/14  8:32:34.7733",8,"HmpSng",NA
"85",85,"Spectrogram 1",1,216040.281740231,216109.561369174,64.655,801.724,"2023/3/14  9:30:32.2817",9,"HmpSng",NA
"86",86,"Spectrogram 1",1,220001.425849164,220123.078335217,168.103,724.138,"2023/3/14  10:36:33.4258",10,"HmpSng",NA
"87",87,"Spectrogram 1",1,222957.277124823,223028.463532545,113.44,623.918,"2023/3/14  11:25:48.2771",11,"Hmp",NA
"88",88,"Spectrogram 1",1,227131.078390772,227248.663082097,90.517,627.155,"2023/3/14  12:35:22.0784",12,"HmpSng",NA
"89",89,"Spectrogram 1",1,229724.85546463,229780.533404955,68.064,1349.931,"2023/3/14  13:18:36.8555",13,"Hmp",NA
"90",90,"Spectrogram 1",1,230423.958135887,230455.483545021,45.376,521.822,"2023/3/14  13:30:15.9581",13,"Hmp",NA
"91",91,"Spectrogram 1",1,231241.204395245,231275.145057498,158.815,510.478,"2023/3/14  13:43:53.2044",13,"Hmp",NA
"92",92,"Spectrogram 1",1,235576.492851342,235596.19623205,136.128,669.294,"2023/3/14  14:56:08.4929",14,"Hmp",NA
"93",93,"Spectrogram 1",1,250482.258844868,250532.470686029,181.503,646.606,"2023/3/14  19:04:34.2588",19,"Hmp",NA
"94",94,"Spectrogram 1",1,255020.576829096,255042.441225753,113.44,544.51,"2023/3/14  20:20:12.5768",20,"Hmp",NA
"95",95,"Spectrogram 1",1,262615.123435558,262636.225120704,181.503,567.198,"2023/3/14  22:26:46.1234",22,"",NA
"96",96,"Spectrogram 1",1,263118.919370822,263149.682068444,181.503,555.854,"2023/3/14  22:35:10.9194",22,"Hmp",NA
"97",97,"Spectrogram 1",1,271105.021118467,271144.55499847,68.064,794.077,"2023/3/15  0:48:17.0211",0,"Hmp",NA
"98",98,"Spectrogram 1",1,271344.309051613,271413.2073248,113.44,1123.052,"2023/3/15  0:52:16.3091",0,"HmpSng",NA
"99",99,"Spectrogram 1",1,271813.528835158,271831.198318503,215.535,737.357,"2023/3/15  1:00:05.5288",1,"HmpSng",NA
"100",100,"Spectrogram 1",1,272906.603688795,272967.112135358,90.517,730.603,"2023/3/15  1:18:18.6037",1,"Hmp",NA
"101",101,"Spectrogram 1",1,273149.374412841,273269.882831627,58.19,1066.81,"2023/3/15  1:22:21.3744",1,"HmpSng",NA
"102",102,"Spectrogram 1",1,273859.661852931,273950.170285605,135.776,575.431,"2023/3/15  1:34:11.6619",1,"HmpSng",NA
"103",103,"Spectrogram 1",1,274358.945514065,274493.487649659,156.696,1023.075,"2023/3/15  1:42:31.9455",1,"HmpSng",NA
"104",104,"Spectrogram 1",1,277136.831076271,277207.000535311,173.92,839.453,"2023/3/15  2:28:48.8311",2,"HmpSng",NA
"105",105,"Spectrogram 1",1,278127.008812382,278236.330795669,147.471,737.357,"2023/3/15  2:45:18.0088",2,"HmpSng",NA
"106",106,"Spectrogram 1",1,278840.347979402,278910.136082686,148.707,601.293,"2023/3/15  2:57:12.3480",2,"HmpSng",NA
"107",107,"Spectrogram 1",1,279648.377299906,279777.211986023,196.959,869.373,"2023/3/15  3:10:40.3773",3,"HmpSng",NA
"108",108,"Spectrogram 1",1,280272.79681044,280410.974712571,135.776,989.224,"2023/3/15  3:21:04.7968",3,"HmpSng",NA
"109",109,"Spectrogram 1",1,281470.864553908,281544.593333333,57.657,781.795,"2023/3/15  3:41:02.8646",3,"HmpSng",NA
"110",110,"Spectrogram 1",1,282472.101851989,282534.26284016,148.707,853.448,"2023/3/15  3:57:43.1019",3,"HmpSng",NA
"111",111,"Spectrogram 1",1,284479.076474105,284553.822202213,71.121,769.397,"2023/3/15  4:31:10.0765",4,"HmpSng",NA
"112",112,"Spectrogram 1",1,285953.474688265,286047.669559911,161.638,808.19,"2023/3/15  4:55:45.4747",4,"HmpSng",NA
"113",113,"Spectrogram 1",1,288209.65265984,288273.97466396,71.121,665.948,"2023/3/15  5:33:21.6527",5,"HmpSng",NA
"114",114,"Spectrogram 1",1,291187.432191678,291217.305059204,158.815,601.23,"2023/3/15  6:22:58.4322",6,"Hmp",NA
"115",115,"Spectrogram 1",1,298073.994993703,298111.876332097,136.128,487.79,"2023/3/15  8:17:45.9950",8,"Hmp",NA
"116",116,"Spectrogram 1",1,300029.677669668,300117.897967808,129.31,601.293,"2023/3/15  8:50:20.6777",8,"HmpSng",NA
"117",117,"Spectrogram 1",1,300874.380433027,300902.21940319,102.096,828.109,"2023/3/15  9:04:25.3804",9,"HmpSng",NA
"118",118,"Spectrogram 1",1,309317.445719103,309347.445678849,374.351,703.325,"2023/3/15  11:25:08.4457",11,"Hmp",NA
"119",119,"Spectrogram 1",1,321414.821070268,321524.905765066,226.293,588.362,"2023/3/15  14:46:45.8211",14,"HmpSng",NA
"120",120,"Spectrogram 1",1,322642.378806321,322690.683868703,113.44,1089.02,"2023/3/15  15:07:13.3788",15,"HmpSng",NA
"121",121,"Spectrogram 1",1,331138.507342573,331211.092054732,206.897,530.172,"2023/3/15  17:28:49.5073",17,"HmpSng",NA
"122",122,"Spectrogram 1",1,336245.535420904,336263.204904249,272.255,623.918,"2023/3/15  18:53:56.5354",18,"Hmp",NA
"123",123,"Spectrogram 1",1,337466.295390301,337503.032661429,103.448,575.431,"2023/3/15  19:14:16.2954",19,"Hmp",NA
"124",124,"Spectrogram 1",1,337774.085712983,337828.873823211,340.319,941.549,"2023/3/15  19:19:24.0857",19,"Hmp",NA
"125",125,"Spectrogram 1",1,338423.422599164,338533.761531132,96.983,859.914,"2023/3/15  19:30:14.4226",19,"HmpSng",NA
"126",126,"Spectrogram 1",1,339554.88022746,339638.397137947,420.259,808.19,"2023/3/15  19:49:05.8802",19,"Hmp",NA
"127",127,"Spectrogram 1",1,349635.298311088,349688.306761123,136.128,669.294,"2023/3/15  22:37:06.2983",22,"Hmp",NA
"128",128,"Spectrogram 1",1,351295.024260005,351336.846274541,158.815,775.862,"2023/3/15  23:04:46.0243",23,"Hmp",NA
"129",129,"Spectrogram 1",1,364760.345015654,364796.700931026,147.471,589.886,"2023/3/16  2:49:11.3450",2,"Hmp",NA
"130",130,"Spectrogram 1",1,367278.044658192,367398.298839807,136.128,896.173,"2023/3/16  3:31:08.0447",3,"Hmp",NA
"131",131,"Spectrogram 1",1,372491.091735287,372543.973066737,90.517,568.966,"2023/3/16  4:58:01.0917",4,"HmpSng",NA
"132",132,"Spectrogram 1",1,375078.388347634,375149.44763677,71.121,562.5,"2023/3/16  5:41:08.3883",5,"HmpSng",NA
"133",133,"Spectrogram 1",1,378032.905084334,378069.006762535,56.72,896.173,"2023/3/16  6:30:23.9051",6,"HmpSng",NA
"134",134,"Spectrogram 1",1,381805.176243232,381868.544833333,98.389,990.631,"2023/3/16  7:33:15.1762",7,"HmpSng",NA
"135",135,"Spectrogram 1",1,381893.447414548,382006.710073976,25.862,717.672,"2023/3/16  7:34:43.4474",7,"HmpSng",NA
"136",136,"Spectrogram 1",1,383093.549078861,383145.540580214,193.966,782.328,"2023/3/16  7:54:43.5491",7,"HmpSng",NA
"137",137,"Spectrogram 1",1,387710.828610581,387831.972622293,122.845,633.621,"2023/3/16  9:11:40.8286",9,"HmpSng",NA
"138",138,"Spectrogram 1",1,389209.760795021,389298.362448917,77.586,601.293,"2023/3/16  9:36:39.7608",9,"HmpSng",NA
"139",139,"Spectrogram 1",1,393254.421323505,393282.514530838,22.688,623.918,"2023/3/16  10:44:04.4213",10,"Hmp",NA
"140",140,"Spectrogram 1",1,395119.226935852,395157.743867173,129.31,762.931,"2023/3/16  11:15:09.2269",11,"HmpSng",NA
"141",141,"Spectrogram 1",1,397919.052918491,397973.205435793,124.784,578.542,"2023/3/16  12:01:49.0529",12,"Hmp",NA
"142",142,"Spectrogram 1",1,402708.831752589,402749.255462688,113.44,487.79,"2023/3/16  13:21:39.8318",13,"Hmp",NA
"143",143,"Spectrogram 1",1,406591.107749588,406661.404327213,158.815,771.389,"2023/3/16  14:26:21.1077",14,"Hmp",NA
"144",144,"Spectrogram 1",1,408471.48944827,408548.904666667,139.888,635.262,"2023/3/16  14:57:41.4894",14,"HmpSng",NA
"145",145,"Spectrogram 1",1,411650.534169668,411727.059557968,0,669.294,"2023/3/16  15:50:40.5342",15,"Hmp",NA
"146",146,"Spectrogram 1",1,411862.36457174,411895.669641066,90.752,1735.626,"2023/3/16  15:54:12.3646",15,"Hmp",NA
"147",147,"Spectrogram 1",1,412259.457508239,412309.796467985,181.503,1486.059,"2023/3/16  16:00:49.4575",16,"HmpSng",NA
"148",148,"Spectrogram 1",1,413611.315765596,413681.993698976,143.882,1126.641,"2023/3/16  16:23:21.3158",16,"Hmp",NA
"149",149,"Spectrogram 1",1,414019.849516243,414113.535913548,174.569,1092.672,"2023/3/16  16:30:09.8495",16,"HmpSng",NA
"150",150,"Spectrogram 1",1,415357.671518774,415396.061343515,206.897,601.23,"2023/3/16  16:52:27.6715",16,"HmpSng",NA
"151",151,"Spectrogram 1",1,415746.806740172,415809.730439854,68.064,805.421,"2023/3/16  16:58:56.8067",16,"Hmp",NA
"152",152,"Spectrogram 1",1,415815.196539018,415853.586351754,90.752,760.045,"2023/3/16  17:00:04.1965",17,"Hmp",NA
"153",153,"Spectrogram 1",1,418466.878673081,418543.658298552,147.471,805.421,"2023/3/16  17:44:16.8787",17,"HmpSng",NA
"154",154,"Spectrogram 1",1,419851.65695133,419910.258619115,158.815,1202.46,"2023/3/16  18:07:21.6570",18,"HmpSng",NA
"155",155,"Spectrogram 1",1,420321.832491172,420384.629072269,109.914,782.328,"2023/3/16  18:15:11.8325",18,"Hmp",NA
"156",156,"Spectrogram 1",1,422122.646041784,422246.840862347,0,1735.626,"2023/3/16  18:45:12.6460",18,"HmpSng",NA
"157",157,"Spectrogram 1",1,423423.349429437,423483.984994586,206.897,730.603,"2023/3/16  19:06:52.3494",19,"HmpSng",NA
"158",158,"Spectrogram 1",1,423498.146118586,423541.747793314,226.879,1507.75,"2023/3/16  19:08:07.1461",19,"HmpSng",NA
