"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Begin.Date.Time","Begin.Hour","Species","Notes"
"30",30,"Spectrogram 1",1,72964.622098811,72998.054286723,73.71,560.197,"2023/3/12  16:10:01.6221",16,"Hmp",NA
"31",31,"Spectrogram 1",1,77492.359057439,77562.655635064,184.275,523.342,"2023/3/12  17:25:29.3591",17,"Hmp",NA
"32",32,"Spectrogram 1",1,79809.551033251,79846.161185793,169.533,906.634,"2023/3/12  18:04:06.5510",18,"HmpSng",NA
"33",35,"Spectrogram 1",1,83453.758459334,83478.927939207,147.42,737.101,"2023/3/12  19:04:50.7585",19,"HmpSng",NA
"34",36,"Spectrogram 1",1,92854.576974635,92882.288826212,154.791,442.26,"2023/3/12  21:41:30.5770",21,"Hmp",NA
"35",37,"Spectrogram 1",1,96938.89590931,96954.912851048,125.307,530.713,"2023/3/12  22:49:35.8959",22,"Hmp",NA
"36",38,"Spectrogram 1",1,98648.946790078,98724.709466867,235.872,530.713,"2023/3/12  23:18:05.9468",23,"Hmp",NA
"37",39,"Spectrogram 1",1,99784.852485523,99826.801618644,191.646,1393.12,"2023/3/12  23:37:01.8525",23,"HmpSng",NA
"38",40,"Spectrogram 1",1,100908.80836729,100944.401571151,66.339,869.779,"2023/3/12  23:55:45.8084",23,"HmpSng",NA
"39",41,"Spectrogram 1",1,102532.365687677,102576.602955332,250.614,707.617,"2023/3/13  0:22:48.3657",0,"Hmp",NA
"40",42,"Spectrogram 1",1,103493.305287429,103573.644233286,184.275,530.713,"2023/3/13  0:38:49.3053",0,"Hmp",NA
"41",43,"Spectrogram 1",1,104287.033358522,104340.168927142,125.307,899.263,"2023/3/13  0:52:03.0334",0,"HmpSng",NA
"42",44,"Spectrogram 1",1,104526.57561217,104568.524745292,88.452,965.602,"2023/3/13  0:56:02.5756",0,"HmpSng",NA
"43",45,"Spectrogram 1",1,105493.235548258,105539.888069032,147.42,884.521,"2023/3/13  1:12:09.2355",1,"HmpSng",NA
"44",46,"Spectrogram 1",1,106634.860580038,106662.318194444,250.614,1267.813,"2023/3/13  1:31:10.8606",1,"HmpSoc",NA
"45",47,"Spectrogram 1",1,107358.41919209,107383.842909134,154.791,722.359,"2023/3/13  1:43:14.4192",1,"HmpSng",NA
"46",48,"Spectrogram 1",1,109008.79886729,109070.832736876,176.904,670.762,"2023/3/13  2:10:44.7989",2,"HmpSng",NA
"47",49,"Spectrogram 1",1,112485.413060146,112533.591003943,95.823,832.924,"2023/3/13  3:08:41.4131",3,"HmpSng",NA
"48",50,"Spectrogram 1",1,112917.895302436,112947.895288548,103.194,855.037,"2023/3/13  3:15:53.8953",3,"HmpSng",NA
"49",51,"Spectrogram 1",1,115717.527374529,115753.247696975,81.081,589.681,"2023/3/13  4:02:33.5274",4,"HmpSng",NA
"50",52,"Spectrogram 1",1,118701.709608639,118734.12484787,250.614,626.536,"2023/3/13  4:52:17.7096",4,"Hmp",NA
"51",53,"Spectrogram 1",1,119554.547321857,119587.979509769,169.533,825.553,"2023/3/13  5:06:30.5473",5,"HmpSng",NA
"52",54,"Spectrogram 1",1,121818.47627713,121889.154210511,58.968,773.956,"2023/3/13  5:44:13.4763",5,"HmpSng",NA
"53",55,"Spectrogram 1",1,123154.390262888,123195.830921669,88.452,869.779,"2023/3/13  6:06:29.3903",6,"HmpSng",NA
"54",56,"Spectrogram 1",1,126391.971259769,126479.683083569,184.275,1135.135,"2023/3/13  7:00:27.9713",7,"HmpSng",NA
"55",57,"Spectrogram 1",1,130001.856569032,130042.661634887,140.049,515.971,"2023/3/13  8:00:36.8566",8,"HmpSng",NA
"56",58,"Spectrogram 1",1,133672.809054967,133730.266655485,117.936,788.698,"2023/3/13  9:01:47.8091",9,"HmpSng",NA
"57",59,"Spectrogram 1",1,134749.477323034,134807.697635064,73.71,648.649,"2023/3/13  9:19:44.4773",9,"HmpSng",NA
"58",60,"Spectrogram 1",1,137346.431864524,137439.991143244,147.42,2977.887,"2023/3/13  10:03:01.4319",10,"HmpSng",NA
"59",61,"Spectrogram 1",1,142577.966882062,142656.780404896,140.049,2705.16,"2023/3/13  11:30:12.9669",11,"HmpSng",NA
"60",62,"Spectrogram 1",1,143508.906495704,143584.414935323,250.614,2771.499,"2023/3/13  11:45:43.9065",11,"HmpSng",NA
"61",63,"Spectrogram 1",1,144850.413365878,144903.676053084,81.081,2469.287,"2023/3/13  12:08:04.4134",12,"HmpSng",NA
"62",64,"Spectrogram 1",1,148080.240379061,148124.223409546,140.049,737.101,"2023/3/13  13:01:54.2404",13,"HmpSng",NA
"63",65,"Spectrogram 1",1,151595.040986582,151722.286690384,88.452,884.521,"2023/3/13  14:00:29.0410",14,"HmpSng",NA
"64",66,"Spectrogram 1",1,152483.21766649,152560.887122057,169.533,1238.329,"2023/3/13  14:15:17.2177",14,"HmpSng",NA
"65",67,"Spectrogram 1",1,155365.782145245,155427.688896245,110.565,604.423,"2023/3/13  15:03:19.7821",15,"HmpSng",NA
"66",68,"Spectrogram 1",1,155754.231101283,155775.459905014,0,2093.366,"2023/3/13  15:09:48.2311",15,"HmpSoc",NA
"67",69,"Spectrogram 1",1,158105.413995115,158112.405517302,117.936,1695.332,"2023/3/13  15:48:59.4140",15,"HmpSoc",NA
"68",70,"Spectrogram 1",1,159768.506028837,159843.124638359,125.307,471.744,"2023/3/13  16:16:42.5060",16,"Hmp",NA
"69",71,"Spectrogram 1",1,160110.810605108,160164.836003825,206.388,1171.99,"2023/3/13  16:22:24.8106",16,"Hmp",NA
"70",72,"Spectrogram 1",1,160498.420236817,160599.60663065,103.194,1171.99,"2023/3/13  16:28:52.4202",16,"Hmp",NA
"71",73,"Spectrogram 1",1,161154.809146775,161252.436220221,184.275,648.649,"2023/3/13  16:39:48.8091",16,"HmpSng",NA
"72",74,"Spectrogram 1",1,161854.291590454,161924.333930909,66.339,2528.256,"2023/3/13  16:51:28.2916",16,"HmpSng",NA
"73",75,"Spectrogram 1",1,162456.019508769,162568.3923381,95.823,869.779,"2023/3/13  17:01:29.0195",17,"HmpSng",NA
"74",76,"Spectrogram 1",1,162999.985250294,163034.053031132,199.017,840.295,"2023/3/13  17:10:33.9853",17,"HmpSng",NA
"75",77,"Spectrogram 1",1,165736.693372705,165749.405231226,7.371,1415.233,"2023/3/13  17:56:10.6934",17,"HmpSoc",NA
"76",78,"Spectrogram 1",1,166358.760264654,166453.844966396,147.42,972.973,"2023/3/13  18:06:32.7603",18,"HmpSng",NA
"77",79,"Spectrogram 1",1,166842.72586729,166874.124157839,0,2955.774,"2023/3/13  18:14:36.7259",18,"HmpSoc",NA
"78",80,"Spectrogram 1",1,170536.433996645,170572.154319091,162.162,707.617,"2023/3/13  19:16:10.4340",19,"Hmp",NA
"79",81,"Spectrogram 1",1,170949.670493468,171024.924695916,117.936,840.295,"2023/3/13  19:23:03.6705",19,"HmpSng",NA
"80",82,"Spectrogram 1",1,172057.228077742,172152.312779484,88.452,737.101,"2023/3/13  19:41:30.2281",19,"HmpSng",NA
"81",83,"Spectrogram 1",1,173944.149916314,174020.675304614,51.597,847.666,"2023/3/13  20:12:57.1499",20,"HmpSng",NA
"82",84,"Spectrogram 1",1,179475.151963571,179549.007861582,199.017,766.585,"2023/3/13  21:45:08.1520",21,"Hmp",NA
"83",85,"Spectrogram 1",1,179858.261355697,179905.803706568,103.194,737.101,"2023/3/13  21:51:31.2614",21,"HmpSng",NA
"84",86,"Spectrogram 1",1,187544.887573623,187590.650264301,117.936,2159.705,"2023/3/13  23:59:37.8876",23,"HmpSng",NA
"85",87,"Spectrogram 1",1,187779.853308204,187864.387167373,206.388,1466.83,"2023/3/14  0:03:32.8533",0,"HmpSng",NA
"86",88,"Spectrogram 1",1,187941.34475053,188031.598946033,361.179,2705.16,"2023/3/14  0:06:14.3448",0,"HmpSng",NA
"87",89,"Spectrogram 1",1,188132.836178967,188189.403949388,125.307,2565.111,"2023/3/14  0:09:25.8362",0,"HmpSng",NA
"88",90,"Spectrogram 1",1,195039.590584922,195089.548188912,162.162,832.924,"2023/3/14  2:04:32.5906",2,"HmpSng",NA
"89",91,"Spectrogram 1",1,197189.571532074,197236.732527189,154.791,818.182,"2023/3/14  2:40:22.5715",2,"HmpSng",NA
"90",92,"Spectrogram 1",1,198423.40871057,198505.654435205,73.71,914.005,"2023/3/14  3:00:55.4087",3,"HmpSng",NA
"91",93,"Spectrogram 1",1,199486.043178496,199543.500779014,140.049,1090.909,"2023/3/14  3:18:38.0432",3,"HmpSng",NA
"92",94,"Spectrogram 1",1,200857.219268126,200919.634493467,132.678,855.037,"2023/3/14  3:41:30.2193",3,"HmpSng",NA
"93",95,"Spectrogram 1",1,202033.802494174,202134.09905791,147.42,1009.828,"2023/3/14  4:01:07.8025",4,"HmpSng",NA
"94",96,"Spectrogram 1",1,203502.605990584,203581.927987759,88.452,803.44,"2023/3/14  4:25:35.6060",4,"HmpSng",NA
"95",97,"Spectrogram 1",1,205063.494098458,205188.197430556,125.307,1009.828,"2023/3/14  4:51:36.4941",4,"HmpSng",NA
"96",98,"Spectrogram 1",1,205658.30677407,205695.933875294,51.597,678.133,"2023/3/14  5:01:31.3068",5,"HmpSng",NA
"97",99,"Spectrogram 1",1,208177.211004237,208219.414374529,147.42,589.681,"2023/3/14  5:43:30.2110",5,"HmpSng",NA
"98",100,"Spectrogram 1",1,209479.183494409,209577.954635122,110.565,501.229,"2023/3/14  6:05:12.1835",6,"HmpSng",NA
"99",101,"Spectrogram 1",1,210261.470309499,210361.512636064,110.565,936.118,"2023/3/14  6:18:14.4703",6,"HmpSng",NA
"100",102,"Spectrogram 1",1,211769.807352578,211819.383600812,81.081,796.069,"2023/3/14  6:43:22.8074",6,"HmpSng",NA
"101",103,"Spectrogram 1",1,212880.034427142,212976.263196151,117.936,840.295,"2023/3/14  7:01:52.0344",7,"HmpSng",NA
"102",104,"Spectrogram 1",1,214811.95599488,214925.345772893,140.049,1142.506,"2023/3/14  7:34:04.9560",7,"HmpSng",NA
"103",105,"Spectrogram 1",1,216453.437285782,216543.691481285,36.855,972.973,"2023/3/14  8:01:26.4373",8,"HmpSng",NA
"104",106,"Spectrogram 1",1,217415.01247846,217522.681920139,132.678,1746.929,"2023/3/14  8:17:27.0125",8,"HmpSng",NA
"105",107,"Spectrogram 1",1,220049.848525012,220092.560369644,176.904,759.214,"2023/3/14  9:01:22.8485",9,"HmpSng",NA
"106",108,"Spectrogram 1",1,220884.508030544,220925.948689324,117.936,788.698,"2023/3/14  9:15:16.5080",9,"HmpSng",NA
"107",109,"Spectrogram 1",1,222867.709393891,222875.463627589,22.113,877.15,"2023/3/14  9:48:20.7094",9,"HmpSoc",NA
"108",110,"Spectrogram 1",1,223119.20029455,223127.335884004,147.42,1680.59,"2023/3/14  9:52:31.2003",9,"HmpSoc",NA
"109",111,"Spectrogram 1",1,223917.631503296,223988.563673846,110.565,943.489,"2023/3/14  10:05:49.6315",10,"HmpSng",NA
"110",112,"Spectrogram 1",1,224970.656047846,225008.537386241,81.081,855.037,"2023/3/14  10:23:22.6560",10,"HmpSng",NA
"111",113,"Spectrogram 1",1,229015.566221104,229078.617039371,110.565,560.197,"2023/3/14  11:30:48.5662",11,"HmpSng",NA
"112",114,"Spectrogram 1",1,230871.292917196,230970.953888006,125.307,869.779,"2023/3/14  12:01:44.2929",12,"HmpSng",NA
"113",115,"Spectrogram 1",1,246812.361466161,246821.13264854,191.646,611.794,"2023/3/14  16:27:24.3615",16,"Hmp",NA
"114",116,"Spectrogram 1",1,249005.488786135,249047.437919256,243.243,501.229,"2023/3/14  17:03:58.4888",17,"Hmp",NA
"115",117,"Spectrogram 1",1,256256.463213806,256317.861490466,235.872,493.857,"2023/3/14  19:04:49.4632",19,"HmpSng",NA
"116",118,"Spectrogram 1",1,259816.90389342,259889.361486994,191.646,582.31,"2023/3/14  20:04:09.9039",20,"Hmp",NA
"117",119,"Spectrogram 1",1,260401.547915548,260441.336032721,169.533,921.376,"2023/3/14  20:13:54.5479",20,"HmpSng",NA
"118",120,"Spectrogram 1",1,264996.073553849,265045.522683498,257.985,663.391,"2023/3/14  21:30:28.0736",21,"Hmp",NA
"119",121,"Spectrogram 1",1,268336.242832333,268374.124170727,125.307,714.988,"2023/3/14  22:26:08.2428",22,"HmpSng",NA
"120",122,"Spectrogram 1",1,270508.014063324,270575.89538783,162.162,574.939,"2023/3/14  23:02:20.0141",23,"HmpSng",NA
"121",123,"Spectrogram 1",1,272761.903900365,272818.980145127,58.968,604.423,"2023/3/14  23:39:54.9039",23,"HmpSng",NA
"122",124,"Spectrogram 1",1,274773.022513359,274857.302135358,213.759,619.165,"2023/3/15  0:13:25.0225",0,"HmpSng",NA
"123",125,"Spectrogram 1",1,277785.683560558,277837.293706156,88.452,552.826,"2023/3/15  1:03:37.6836",1,"HmpSng",NA
"124",126,"Spectrogram 1",1,278614.624229755,278693.94622693,73.71,619.165,"2023/3/15  1:17:26.6242",1,"HmpSng",NA
"125",127,"Spectrogram 1",1,280911.480148599,280994.361466161,95.823,670.762,"2023/3/15  1:55:43.4801",1,"HmpSng",NA
"126",128,"Spectrogram 1",1,281237.895401718,281331.708917608,117.936,980.344,"2023/3/15  2:01:10.8954",2,"HmpSng",NA
"127",129,"Spectrogram 1",1,282986.971521481,283031.971500647,132.678,729.73,"2023/3/15  2:30:19.9715",2,"HmpSng",NA
"128",130,"Spectrogram 1",1,283861.03928843,283918.624007533,125.307,759.214,"2023/3/15  2:44:53.0393",2,"HmpSng",NA
"129",131,"Spectrogram 1",1,284291.742537194,284392.03910093,110.565,759.214,"2023/3/15  2:52:03.7425",2,"HmpSng",NA
"130",132,"Spectrogram 1",1,284826.55615725,284908.039170374,81.081,980.344,"2023/3/15  3:00:58.5562",3,"HmpSng",NA
"131",133,"Spectrogram 1",1,288509.590075447,288600.606982462,66.339,1061.425,"2023/3/15  4:02:21.5901",4,"HmpSng",NA
"132",134,"Spectrogram 1",1,292071.810415254,292206.810352754,58.968,796.069,"2023/3/15  5:01:43.8104",5,"HmpSng",NA
"133",135,"Spectrogram 1",1,295763.234160075,295823.361250883,88.452,818.182,"2023/3/15  6:03:15.2342",6,"HmpSng",NA
"134",136,"Spectrogram 1",1,299441.895040607,299497.700099517,243.243,972.973,"2023/3/15  7:04:33.8950",7,"HmpSng",NA
"135",137,"Spectrogram 1",1,303577.745591396,303659.737078861,154.791,744.472,"2023/3/15  8:13:29.7456",8,"HmpSng",NA
"136",138,"Spectrogram 1",1,304876.2867131,304910.481612523,66.339,567.568,"2023/3/15  8:35:07.2867",8,"HmpSng",NA
"137",139,"Spectrogram 1",1,306220.081467808,306271.05602048,103.194,972.973,"2023/3/15  8:57:31.0815",8,"HmpSng",NA
"138",140,"Spectrogram 1",1,306461.327018832,306519.928686617,132.678,1503.686,"2023/3/15  9:01:32.3270",9,"HmpSng",NA
"139",141,"Spectrogram 1",1,307845.927422728,307896.9019754,66.339,862.408,"2023/3/15  9:24:37.9274",9,"HmpSng",NA
"140",142,"Spectrogram 1",1,310399.025468985,310440.974602107,58.968,722.359,"2023/3/15  10:07:10.0255",10,"HmpSng",NA
"141",143,"Spectrogram 1",1,311448.312735464,311488.736445563,117.936,759.214,"2023/3/15  10:24:39.3127",10,"HmpSng",NA
"142",144,"Spectrogram 1",1,312800.802393067,312849.61592979,125.307,714.988,"2023/3/15  10:47:11.8024",10,"HmpSng",NA
"143",145,"Spectrogram 1",1,313764.66597028,313802.293071504,51.597,589.681,"2023/3/15  11:03:15.6660",11,"HmpSng",NA
"144",146,"Spectrogram 1",1,314770.986071622,314810.519951624,140.049,877.15,"2023/3/15  11:20:02.9861",11,"HmpSng",NA
"145",147,"Spectrogram 1",1,318027.25375053,318090.177450212,154.791,744.472,"2023/3/15  12:14:18.2538",12,"HmpSng",NA
"146",148,"Spectrogram 1",1,319900.955006238,319939.726174729,309.582,619.165,"2023/3/15  12:45:31.9550",12,"HmpSng",NA
"147",149,"Spectrogram 1",1,322582.570775483,322654.265657545,191.646,619.165,"2023/3/15  13:30:13.5708",13,"HmpSng",NA
"148",150,"Spectrogram 1",1,324636.830344633,324663.652366113,110.565,479.115,"2023/3/15  14:04:27.8303",14,"Hmp",NA
"149",151,"Spectrogram 1",1,327838.565567149,327887.124866702,103.194,479.115,"2023/3/15  14:57:49.5656",14,"HmpSng",NA
"150",152,"Spectrogram 1",1,329716.921288077,329763.700927436,191.646,589.681,"2023/3/15  15:29:07.9213",15,"Hmp",NA
"151",153,"Spectrogram 1",1,332305.234849105,332369.68397181,169.533,449.631,"2023/3/15  16:12:15.2348",16,"Hmp",NA
"152",154,"Spectrogram 1",1,332115.904436617,332146.794252825,95.823,464.373,"2023/3/15  16:09:06.9044",16,"Hmp",NA
"153",155,"Spectrogram 1",1,339207.547021245,339236.148702919,383.292,796.069,"2023/3/15  18:07:17.5470",18,"Hmp",NA
"154",156,"Spectrogram 1",1,340931.529940619,340954.411285958,398.034,751.843,"2023/3/15  18:36:01.5299",18,"Hmp",NA
"155",157,"Spectrogram 1",1,342256.691019068,342287.19947952,184.275,877.15,"2023/3/15  18:58:06.6910",18,"HmpSng",NA
"156",158,"Spectrogram 1",1,343480.055384475,343531.792648658,346.437,796.069,"2023/3/15  19:18:29.0554",19,"HmpSng",NA
"157",159,"Spectrogram 1",1,347778.801182027,347882.657066149,51.597,457.002,"2023/3/15  20:30:08.8012",20,"Hmp",NA
"158",160,"Spectrogram 1",1,353465.962107698,353503.716327507,154.791,508.6,"2023/3/15  22:04:55.9621",22,"Hmp",NA
"159",161,"Spectrogram 1",1,354924.722902542,354963.494071033,162.162,714.988,"2023/3/15  22:29:14.7229",22,"HmpSng",NA
"160",162,"Spectrogram 1",1,357167.934611758,357242.426102695,176.904,759.214,"2023/3/15  23:06:37.9346",23,"HmpSng",NA
"161",163,"Spectrogram 1",1,361694.019362112,361703.934611758,176.904,538.084,"2023/3/16  0:22:03.0194",0,"Hmp",NA
"162",164,"Spectrogram 1",1,370768.053176142,370805.171803025,95.823,722.359,"2023/3/16  2:53:17.0532",2,"HmpSng",NA
"163",165,"Spectrogram 1",1,373980.925745056,374021.095217985,125.307,641.278,"2023/3/16  3:46:50.9257",3,"Hmp",NA
"164",166,"Spectrogram 1",1,374195.094787429,374304.798126471,81.081,707.617,"2023/3/16  3:50:24.0948",3,"Hmp",NA
"165",167,"Spectrogram 1",1,374862.161408545,374914.152909899,36.855,611.794,"2023/3/16  4:01:31.1614",4,"HmpSng",NA
"166",168,"Spectrogram 1",1,375322.228967161,375382.356057968,95.823,729.73,"2023/3/16  4:09:11.2290",4,"HmpSng",NA
"167",169,"Spectrogram 1",1,375641.652198093,375685.889465749,147.42,862.408,"2023/3/16  4:14:30.6522",4,"HmpSng",NA
"168",170,"Spectrogram 1",1,375972.515601695,376035.947775718,147.42,803.44,"2023/3/16  4:20:01.5156",4,"HmpSng",NA
"169",171,"Spectrogram 1",1,376457.371284428,376492.964488289,117.936,862.408,"2023/3/16  4:28:06.3713",4,"HmpSng",NA
"170",172,"Spectrogram 1",1,378442.174350282,378551.623452154,206.388,722.359,"2023/3/16  5:01:11.1744",5,"HmpSng",NA
"171",173,"Spectrogram 1",1,378793.504179437,378876.639734169,22.113,1054.054,"2023/3/16  5:07:02.5042",5,"HmpSng",NA
"172",174,"Spectrogram 1",1,379945.045044197,380013.307724459,73.71,1400.491,"2023/3/16  5:26:14.0450",5,"HmpSng",NA
"173",175,"Spectrogram 1",1,381347.111533369,381396.687781603,154.791,987.715,"2023/3/16  5:49:36.1115",5,"HmpSng",NA
"174",176,"Spectrogram 1",1,382636.626902189,382689.381115054,154.791,862.408,"2023/3/16  6:11:05.6269",6,"HmpSng",NA
"175",177,"Spectrogram 1",1,384810.886749117,384850.92910346,206.388,847.666,"2023/3/16  6:47:19.8867",6,"HmpSng",NA
"176",178,"Spectrogram 1",1,385703.563585275,385797.122863995,95.823,781.327,"2023/3/16  7:02:12.5636",7,"HmpSng",NA
"177",179,"Spectrogram 1",1,389319.424301377,389399.127654308,66.339,788.698,"2023/3/16  8:02:28.4243",8,"HmpSng",NA
"178",180,"Spectrogram 1",1,394314.850767067,394413.749026365,95.823,781.327,"2023/3/16  9:25:43.8508",9,"HmpSng",NA
"179",181,"Spectrogram 1",1,396710.39879714,396767.602160487,132.678,648.649,"2023/3/16  10:05:39.3988",10,"HmpSng",NA
"180",182,"Spectrogram 1",1,397580.524887947,397672.050269303,51.597,692.875,"2023/3/16  10:20:09.5249",10,"HmpSng",NA
"181",183,"Spectrogram 1",1,398179.45678072,398316.617734169,88.452,1171.99,"2023/3/16  10:30:08.4568",10,"HmpSng",NA
"182",184,"Spectrogram 1",1,399978.742491643,400078.149225282,66.339,825.553,"2023/3/16  11:00:07.7425",11,"HmpSng",NA
"183",185,"Spectrogram 1",1,401339.952742526,401395.630682851,191.646,1120.393,"2023/3/16  11:22:48.9527",11,"HmpSng",NA
"184",186,"Spectrogram 1",1,408463.495175377,408521.33413165,95.823,420.147,"2023/3/16  13:21:31.4952",13,"Hmp",NA
"185",187,"Spectrogram 1",1,412400.482003119,412471.287055085,110.565,464.373,"2023/3/16  14:27:08.4820",14,"HmpSng",NA
"186",188,"Spectrogram 1",1,413066.532758887,413134.922557733,58.968,538.084,"2023/3/16  14:38:14.5328",14,"HmpSng",NA
"187",189,"Spectrogram 1",1,413323.49025871,413382.981756591,132.678,1002.457,"2023/3/16  14:42:31.4903",14,"HmpSng",NA
"188",190,"Spectrogram 1",1,416490.651309381,416516.837737935,81.081,368.55,"2023/3/16  15:35:18.6513",15,"Hmp",NA
"189",191,"Spectrogram 1",1,417628.464866937,417687.575009063,280.098,1061.425,"2023/3/16  15:54:16.4649",15,"HmpSng",NA
"190",192,"Spectrogram 1",1,418035.473136417,418084.159554555,147.42,862.408,"2023/3/16  16:01:03.4731",16,"HmpSng",NA
"191",193,"Spectrogram 1",1,418613.430212629,418723.260670257,81.081,707.617,"2023/3/16  16:10:41.4302",16,"HmpSng",NA
"192",194,"Spectrogram 1",1,419304.269175847,419367.19287553,110.565,678.133,"2023/3/16  16:22:12.2692",16,"HmpSng",NA
"193",195,"Spectrogram 1",1,419941.972570445,419998.286103696,44.226,1208.845,"2023/3/16  16:32:50.9726",16,"HmpSng",NA
"194",196,"Spectrogram 1",1,420859.18429355,420984.777455744,169.533,1459.459,"2023/3/16  16:48:07.1843",16,"HmpSng",NA
"195",197,"Spectrogram 1",1,421513.794376648,421636.972285723,132.678,1245.7,"2023/3/16  16:59:01.7944",16,"HmpSng",NA
"196",198,"Spectrogram 1",1,422183.277334216,422247.21798258,191.646,1208.845,"2023/3/16  17:10:11.2773",17,"HmpSng",NA
"197",199,"Spectrogram 1",1,424276.310071857,424340.886313147,132.678,766.585,"2023/3/16  17:45:04.3101",17,"HmpSng",NA
"198",200,"Spectrogram 1",1,426078.013285899,426166.233584039,36.855,670.762,"2023/3/16  18:15:05.0133",18,"HmpSng",NA
"199",201,"Spectrogram 1",1,426528.928556379,426660.750529249,36.855,818.182,"2023/3/16  18:22:36.9286",18,"HmpSng",NA
"200",202,"Spectrogram 1",1,427389.775990466,427445.19969362,206.388,928.747,"2023/3/16  18:36:57.7760",18,"HmpSng",NA
"201",203,"Spectrogram 1",1,428957.530251942,429056.682748411,103.194,1039.312,"2023/3/16  19:03:05.5303",19,"HmpSng",NA
"202",204,"Spectrogram 1",1,429260.6823873,429420.851804673,169.533,1135.135,"2023/3/16  19:08:08.6824",19,"HmpSng",NA
"203",205,"Spectrogram 1",1,433965.800944739,434030.250067443,66.339,656.02,"2023/3/16  20:26:33.8009",20,"Hmp",NA
